Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
3915 VC,DVB-S2QPSK48003/4,,(feeds),,,,,,C Sutton231124,
12276 Htp 2Ku,DVB-S232APSK70823/4,,(TV Asahi feeds),,,,,,T Kameda170718,
12293 Htp 2Ku,DVB-S232APSK70823/4,,(TV Asahi feeds),,,,,,T Kameda170718,
12302 Htp 2Ku,DVB-S232APSK70823/4,,(TV Asahi feeds),,,,,,T Kameda170718,
12310 Htp 2Ku,DVB-S28PSK35163/4,,(feeds),,,,,,T Kameda161003,
12356 Htp 4Ku,DVB-S232APSK70823/4,,(TV Asahi feeds),,,,,,T Kameda170718,
12364 Htp 4Ku,DVB-S2QPSK80582/3,200,TV Asahi,,?-?HEVC/HD,513,3.11296 Jpn,,T Kameda200714,
12367 Vtp 3Ku,DVB-S2QPSK,2,Sound of Hope,,,,3001 Chi,,,
12367 Vtp 3Ku,DVB-S2QPSK,2200,NTD TV China,,?-?MPEG-4/SD,2202,4.02203 Chi,,T Kameda211225,
12373 Htp 4Ku,DVB-S232APSK70823/4,,(TV Asahi feeds),,,,,,T Kameda170718,
12403 Htp 6Ku,DVB-S216APSK122223/4,1,Cable 4K,,?-?HEVC/UHD,768,257 Jpn,,T Kameda170717,
12436 Htp 6Ku,DVB-S30963/4,2,[JCSAT 2B test card],,?-?MPEG-2/SD,32,5.5  33,,T Kameda161003,
12496 Htp 8Ku,DVB-S48213/4,10,Shinnyo-en (09-17),,?-?MPEG-4/HD,258,5.5 259 Jpn,,T Kameda170720,
12505 Htp 8Ku,DVB-S28PSK28562/3,42,Worldmate,,1-1MPEG-4/HD,200,6.61010,BISS,T Kameda170717,
12696 Htp 16Ku,DVB-S2QPSK100001/2,,AOL Internet,,,,1.0,,T Kameda180904,
12729 Vtp 15Ku,DVB-S30963/4,2,[JCSAT 2B test card],,?-?MPEG-2/SD,32,5.5  33,,T Kameda161003,
