Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3634 Ltp 2CGlobal38-39,,,,,,,,,N Stanislav240328,3634 L,tp 2C,38-39,,,,
3668 Rtp 1CGlobal38-39,,,,,,,,,N Stanislav240328,3668 R,tp 1C,38-39,,,,
3677 Ltp 2CGlobal38-39,,,,,,,,,N Stanislav240328,3677 L,tp 2C,38-39,,,,
3699 Rtp 1CGlobal38-39,,,,,,,,,N Stanislav240127,3699 R,tp 1C,38-39,,,,
3727 Rtp 3CGlobal38-39,,,,,,,,,N Stanislav240103,3727 R,tp 3C,38-39,,,,
3752 Ltp 4CGlobal38-39,,,,,,,,,N Stanislav240328,3752 L,tp 4C,38-39,,,,
3768 Ltp 4CGlobal38-39,,,,,,,,,N Stanislav240328,3768 L,tp 4C,38-39,,,,
3796 Ltp 6CGlobal38-39,,,,,,,,,N Stanislav240328,3796 L,tp 6C,38-39,,,,
4027 Ltp 10CGlobal38-39,,,,,,,,,N Stanislav240331,4027 L,tp 10C,38-39,,,,
4036 Ltp 10CGlobal38-39,,,,,,,,,N Stanislav240119,4036 L,tp 10C,38-39,,,,
12625 Htp F3Europe47-48,,,,,,,,,Jamie A240125,12625 H,tp F3,47-48,,,,
12649 Htp F3Europe47-48,,,,,,,,,Janlakomcik240205,12649 H,tp F3,47-48,,,,
3672 Rtp 1CGlobal38-39,DVB-S2QPSK28575/6,1,Alwatania TV,,65535-1MPEG-4/HD,33,5.2  34 Ara,,N Stanislav220408,3672 R,tp 1C,38-39,,,,
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,,Burkina Faso mux,,1-1,,5.5,,DX Bozóth240315,3729 L,tp 4C,38-39,,,,
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,1,RTB TV (Burkina Faso),,MPEG-4/SD,101,102 Fre,,,3729 L,tp 4C,38-39,,,RTB TV (Burkina Faso),https://www.lyngsat.com/tvchannels/bf/RTB-TV.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,1,RTB TV (Burkina Faso),,MPEG-4/SD,101,102 Fre,,,3729 L,tp 4C,38-39,,,RTB TV (Burkina Faso),https://www.lyngsat.com/tvchannels/bf/RTB-TV.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,2,RTB Zénith,,MPEG-4/SD,121,122 Fre,,,3729 L,tp 4C,38-39,,,RTB Zénith,https://www.lyngsat.com/tvchannels/bf/RTB-Zenith.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,5,Canal 3 (Burkina Faso),,MPEG-4/SD,401,402 Fre,,,3729 L,tp 4C,38-39,,,Canal 3 (Burkina Faso),https://www.lyngsat.com/tvchannels/bf/Canal-3.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,6,BF1,,MPEG-4/SD,501,502 Fre,,,3729 L,tp 4C,38-39,,,BF1,https://www.lyngsat.com/tvchannels/bf/BF1.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,6,BF1,,MPEG-4/SD,501,502 Fre,,,3729 L,tp 4C,38-39,,,BF1,https://www.lyngsat.com/tvchannels/bf/BF1.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,7,Burkina Info TV,,MPEG-4/SD,601,602 Fre,,,3729 L,tp 4C,38-39,,,Burkina Info TV,https://www.lyngsat.com/tvchannels/bf/Burkina-Info-TV.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,9,Impact TV,,MPEG-4/SD,801,802 Fre,,,3729 L,tp 4C,38-39,,,Impact TV,https://www.lyngsat.com/tvchannels/bf/Impact-TV.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,9,Impact TV,,MPEG-4/SD,801,802 Fre,,,3729 L,tp 4C,38-39,,,Impact TV,https://www.lyngsat.com/tvchannels/bf/Impact-TV.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,10,TV Maria (Burkina Faso),,MPEG-4/SD,714,715 Fre,,,3729 L,tp 4C,38-39,,,TV Maria (Burkina Faso),https://www.lyngsat.com/tvchannels/bf/TV-Maria.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,11,TV Al Houda,,MPEG-4/SD,1001,1002,,,3729 L,tp 4C,38-39,,,TV Al Houda,https://www.lyngsat.com/tvchannels/bf/TV-Al-Houda.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,12,El-Bethel TV,,MPEG-4/SD,1101,1102 Fre,,,3729 L,tp 4C,38-39,,,El-Bethel TV,https://www.lyngsat.com/tvchannels/bf/El-Bethel-TV.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,14,3 TV,,MPEG-4/SD,1201,1202 Fre,,,3729 L,tp 4C,38-39,,,3 TV,https://www.lyngsat.com/tvchannels/bf/3-TV.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,16,Savane TV,,MPEG-4/SD,1501,1502 Fre,,new,3729 L,tp 4C,38-39,,,Savane TV,https://www.lyngsat.com/tvchannels/bf/Savane-TV.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,17,LCA,,MPEG-4/SD,1601,1602 Fre,,,3729 L,tp 4C,38-39,,,LCA,https://www.lyngsat.com/tvchannels/bf/LCA.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,18,[LTP test card],,MPEG-4/SD,1401,1402,,,3729 L,tp 4C,38-39,,,,
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,24,RTB 3,,MPEG-4/SD,300,301,,,3729 L,tp 4C,38-39,,,RTB 3,https://www.lyngsat.com/tvchannels/bf/RTB-3.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,200,RTB Radio,,,,34 Fre,,,3729 L,tp 4C,38-39,,,RTB Radio,https://www.lyngsat.com/radiochannels/bf/RTB-Radio.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,201,RTB Radio 2,,,,35 Fre,,,3729 L,tp 4C,38-39,,,RTB Radio 2,https://www.lyngsat.com/radiochannels/bf/RTB-Radio-2.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,202,RTB Radio Rurale,,,,36 Fre,,,3729 L,tp 4C,38-39,,,RTB Radio Rurale,https://www.lyngsat.com/radiochannels/bf/RTB-Radio-Rurale.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,204,Savane FM,,,,1503 Fre,,,3729 L,tp 4C,38-39,,,Savane FM,https://www.lyngsat.com/radiochannels/bf/Savane-FM.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,204,Savane FM,,,,1503 Fre,,,3729 L,tp 4C,38-39,,,Savane FM,https://www.lyngsat.com/radiochannels/bf/Savane-FM.html
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,205,Radio Jeunesse Sahel,,,,205 Fre,,,3729 L,tp 4C,38-39,,,Radio Jeunesse Sahel,https://www.lyngsat.com/radiochannels/bf/Radio-Jeunesse-Sahel.html
