Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3668 LC,DVB-S28PSK10553/4,,OPM Doctor Jesus TV,,MPEG-4/HD,101,7.91111 Eng,,N Stanislav230904,3668 L,,,,,OPM Doctor Jesus TV,https://www.lyngsat.com/tvchannels/ng/OPM-Doctor-Jesus-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,2,OPM Doctor Jesus TV,,MPEG-4/SD,36,1111 Eng,,,12518 H,,,,,OPM Doctor Jesus TV,https://www.lyngsat.com/tvchannels/ng/OPM-Doctor-Jesus-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,,Sairtek,,,,5.5,,N Stanislav230910,12518 H,,,,https://www.lyngsat.com/providers/ng/Sairtek.html,,
12518 HEcowas 2,DVB-S28PSK295003/5,,Christian Reformed TV,,MPEG-4/SD,46,47 Eng,,,12518 H,,,,,Christian Reformed TV,https://www.lyngsat.com/tvchannels/ng/Christian-Reformed-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,1,NTA International,,MPEG-4/SD,45,482 Eng,,,12518 H,,,,,NTA International,https://www.lyngsat.com/tvchannels/ng/NTA-International.html
12518 HEcowas 2,DVB-S28PSK295003/5,4,Impact Africa TV,,MPEG-4/SD,270,271 Eng,,,12518 H,,,,,Impact Africa TV,https://www.lyngsat.com/tvchannels/ng/Impact-Africa-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,6,Sunna TV (Nigeria),,MPEG-4/SD,1211,1212,,,12518 H,,,,,Sunna TV (Nigeria),https://www.lyngsat.com/tvchannels/ng/Sunna-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,7,Alu TV,,MPEG-4/SD,82,83,,,12518 H,,,,,Alu TV,https://www.lyngsat.com/tvchannels/ng/Alu-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,10,Benue TV,,MPEG-4/SD,67,68 Eng,,,12518 H,,,,,Benue TV,https://www.lyngsat.com/tvchannels/ng/Benue-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,14,Advocate Broadcasting Network,,MPEG-4/SD,76,77 Eng,,,12518 H,,,,,Advocate Broadcasting Network,https://www.lyngsat.com/tvchannels/ng/Advocate-Broadcasting-Network.html
12518 HEcowas 2,DVB-S28PSK295003/5,14,Advocate Broadcasting Network,,MPEG-4/SD,76,77 Eng,,,12518 H,,,,,Advocate Broadcasting Network,https://www.lyngsat.com/tvchannels/ng/Advocate-Broadcasting-Network.html
12518 HEcowas 2,DVB-S28PSK295003/5,17,MBC 2 (Saudi Arabia),,MPEG-2/SD,701,702 Ara,,,12518 H,,,,,MBC 2 (Saudi Arabia),https://www.lyngsat.com/tvchannels/sa/MBC-2.html
12518 HEcowas 2,DVB-S28PSK295003/5,19,Honour TV,,MPEG-4/SD,1141,1142 Eng,,,12518 H,,,,,Honour TV,https://www.lyngsat.com/tvchannels/ng/Honour-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,23,Epiphany TV,,MPEG-4/SD,59,60 Eng,,,12518 H,,,,,Epiphany TV,https://www.lyngsat.com/tvchannels/ng/Epiphany-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,24,Manara TV,,MPEG-4/SD,256,257 Hau,,,12518 H,,,,,Manara TV,https://www.lyngsat.com/tvchannels/ng/Manara-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,26,Glorious Vision TV,,MPEG-4/SD,1793,1794 Eng,,,12518 H,,,,,Glorious Vision TV,https://www.lyngsat.com/tvchannels/ng/Glorious-Vision-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,32,Trust TV,,MPEG-4/SD,481,41 Eng,,,12518 H,,,,,Trust TV,https://www.lyngsat.com/tvchannels/ng/Trust-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,32,Trust TV,,MPEG-4/SD,481,41 Eng,,,12518 H,,,,,Trust TV,https://www.lyngsat.com/tvchannels/ng/Trust-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,36,Alive Unto God TV,,MPEG-4/SD,53,55 Eng,,,12518 H,,,,,Alive Unto God TV,https://www.lyngsat.com/tvchannels/ng/Alive-Unto-God-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,37,KSMC,,MPEG-4/SD,1181,1182 Eng,,,12518 H,,,,,KSMC,https://www.lyngsat.com/tvchannels/ng/KSMC.html
12518 HEcowas 2,DVB-S28PSK295003/5,38,OneSound Revival TV,,MPEG-4/SD,1191,1192 Eng,,,12518 H,,,,,OneSound Revival TV,https://www.lyngsat.com/tvchannels/ng/OneSound-Revival-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,41,Hi-Impact TV,,,,Eng,,,12518 H,,,,,Hi-Impact TV,https://www.lyngsat.com/tvchannels/ng/Hi-Impact-TV.html
12518 HEcowas 2,DVB-S28PSK295003/5,44,Elijah's Voice TV,,,,Eng,,,12518 H,,,,,Elijah's Voice TV,https://www.lyngsat.com/tvchannels/ng/Elijahs-Voice-TV.html
12538 HEcowas 2,DVB-S28PSK50003/4,,TFMediaCast,,,,7.9,,P Laschan230214,12538 H,,,,https://www.lyngsat.com/providers/ng/TFMediaCast.html,,
12538 HEcowas 2,DVB-S28PSK50003/4,,Sebioba Royal TV,,MPEG-4/SD,66,93 Eng,,,12538 H,,,,,Sebioba Royal TV,https://www.lyngsat.com/tvchannels/ng/Sebioba-Royal-TV.html
12538 HEcowas 2,DVB-S28PSK50003/4,,OYJ TV,,MPEG-4/SD,130,136 Eng,,,12538 H,,,,,OYJ TV,https://www.lyngsat.com/tvchannels/ng/OYJ-TV.html
12538 HEcowas 2,DVB-S28PSK50003/4,,Our Sports,,MPEG-4/SD,137,143 Eng,,,12538 H,,,,,Our Sports,https://www.lyngsat.com/tvchannels/ng/Our-Sports.html
12538 HEcowas 2,DVB-S28PSK50003/4,,Our Sports,,MPEG-4/SD,137,143 Eng,,,12538 H,,,,,Our Sports,https://www.lyngsat.com/tvchannels/ng/Our-Sports.html
12545 HEcowas 2,DVB-S28PSK61663/4,120,Our Sports,,HEVC/SD,72,73 Eng,,,12545 H,,,,,Our Sports,https://www.lyngsat.com/tvchannels/ng/Our-Sports.html
12545 HEcowas 2,DVB-S28PSK61663/4,120,Our Sports,,HEVC/SD,72,73 Eng,,,12545 H,,,,,Our Sports,https://www.lyngsat.com/tvchannels/ng/Our-Sports.html
12538 HEcowas 2,DVB-S28PSK50003/4,7,Mercy of God TV,,MPEG-4/SD,101,167 Eng,,,12538 H,,,,,Mercy of God TV,https://www.lyngsat.com/tvchannels/ng/Mercy-of-God-TV.html
12538 HEcowas 2,DVB-S28PSK50003/4,101,Borno TV,,MPEG-4/SD,102,103 Eng,,,12538 H,,,,,Borno TV,https://www.lyngsat.com/tvchannels/ng/Borno-TV.html
12538 HEcowas 2,DVB-S28PSK50003/4,105,Aflame TV,,MPEG-4/SD,60,94 Eng,,,12538 H,,,,,Aflame TV,https://www.lyngsat.com/tvchannels/ng/Aflame-TV.html
12538 HEcowas 2,DVB-S28PSK50003/4,150,The Church TV,,MPEG-4/SD,65,160 Eng,,,12538 H,,,,,The Church TV,https://www.lyngsat.com/tvchannels/ng/The-Church-TV.html
12538 HEcowas 2,DVB-S28PSK50003/4,151,Catholic TV,,MPEG-4/SD,95,101 Eng,,,12538 H,,,,,Catholic TV,https://www.lyngsat.com/tvchannels/ng/Catholic-TV.html
