Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3712 Vtp 1North America C,DVB-S28PSK30005/6,1,TRC TV,,?-?MPEG-4/HD,256,9.4 512 Spa,,Cyberham240316,3712 V,tp 1,,,,,
3991 Vtp 15North America C,DVB-S28PSK58333/4,,VA+,,,,7.9,,Mike 4230106,3991 V,tp 15,,,https://www.lyngsat.com/providers/mx/VA-.html,,
3991 Vtp 15North America C,DVB-S28PSK58333/4,1,VA+ TV,,MPEG-2/HD,49,51 Spa,,,3991 V,tp 15,,,,VA+ TV,https://www.lyngsat.com/tvchannels/mx/VA--TV.html
3991 Vtp 15North America C,DVB-S28PSK58333/4,2,UAA TV,,MPEG-2/SD,65,67 Spa,,,3991 V,tp 15,,,,UAA TV,https://www.lyngsat.com/tvchannels/mx/UAA-TV.html
3991 Vtp 15North America C,DVB-S28PSK58333/4,2,UAA TV,,MPEG-2/SD,65,67 Spa,,,3991 V,tp 15,,,,UAA TV,https://www.lyngsat.com/tvchannels/mx/UAA-TV.html
3991 Vtp 15North America C,DVB-S28PSK58333/4,3,Once niñas y niños,,MPEG-2/SD,81,.3 Spa,,,3991 V,tp 15,,,,Once niñas y niños,https://www.lyngsat.com/tvchannels/mx/Once-ninas-y-ninos.html
3997 Vtp 15North America C,,,,,,,,,NOS482240128,3997 V,tp 15,,,,,
4020 Htp 16North America C,DVB-S28PSK300005/6,,,,120-303,,9.4,PowerVu,Mike 4230106,4020 H,tp 16,,PowerVu,,,
4060 Htp 18North America C,DVB-S28PSK300005/6,,,,,,9.4,Digicipher,L Lyon220706,4060 H,tp 18,,Digicipher,,,
4080 Vtp 19North America C,DVB-S28PSK300005/6,,,,,,9.4,Digicipher,Mike 4220603,4080 V,tp 19,,Digicipher,,,
4147 Vtp 23North America C,DVB-S28PSK79605/6,,,,,,9.4,,ML240121,4147 V,tp 23,,,,,
4020 Htp 16North America C,DVB-S28PSK300005/6,10,Golf Channel US,,MPEG-4/HD,110,102 Eng 104 Spa,PowerVu,,4020 H,tp 16,,PowerVu,,Golf Channel US,https://www.lyngsat.com/tvchannels/us/Golf-Channel-US.html
4020 Htp 16North America C,DVB-S28PSK300005/6,13,Golf Channel US Alternate,,MPEG-4/HD,410,402 Eng 404 Spa,PowerVu,,4020 H,tp 16,,PowerVu,,Golf Channel US Alternate,https://www.lyngsat.com/tvchannels/us/Golf-Channel-US-Alternate.html
4020 Htp 16North America C,DVB-S28PSK300005/6,15,Universal Kids West,,MPEG-4/HD,610,600 Eng,PowerVu,,4020 H,tp 16,,PowerVu,,Universal Kids West,https://www.lyngsat.com/tvchannels/us/Universal-Kids-West.html
4020 Htp 16North America C,DVB-S28PSK300005/6,16,(NBC feeds),,,710,700,PowerVu,,4020 H,tp 16,,PowerVu,,,
4020 Htp 16North America C,DVB-S28PSK300005/6,17,Telemundo Oeste,,MPEG-4/SD,170,171 Spa,PowerVu,,4020 H,tp 16,,PowerVu,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html
4020 Htp 16North America C,DVB-S28PSK300005/6,17,Telemundo Oeste,,MPEG-4/SD,170,171 Spa,PowerVu,,4020 H,tp 16,,PowerVu,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html
4140 Htp 22North America C,DVB-S28PSK300005/6,21,Telemundo Oeste,,MPEG-4/HD,210,211 Spa,BISS,,4140 H,tp 22,,BISS,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html
4140 Htp 22North America C,DVB-S28PSK300005/6,21,Telemundo Oeste,,MPEG-4/HD,210,211 Spa,BISS,,4140 H,tp 22,,BISS,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html
4020 Htp 16North America C,DVB-S28PSK300005/6,18,TV One (USA),,MPEG-4/HD,180,181 Eng,PowerVu,,4020 H,tp 16,,PowerVu,,TV One (USA),https://www.lyngsat.com/tvchannels/us/TV-One.html
4020 Htp 16North America C,DVB-S28PSK300005/6,31,E! West,,MPEG-4/HD,310,311 Eng,PowerVu,,4020 H,tp 16,,PowerVu,,E! West,https://www.lyngsat.com/tvchannels/us/E-West.html
4020 Htp 16North America C,DVB-S28PSK300005/6,81,Oxygen True Crime East,,MPEG-4/HD,810,811 Eng,,,4020 H,tp 16,,,,Oxygen True Crime East,https://www.lyngsat.com/tvchannels/us/Oxygen-True-Crime-East.html
4025 Vtp 16North America C,DVB-S28PSK50005/6,,A Más +,,?-1,,9.4,,ML231209,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html
4025 Vtp 16North America C,DVB-S28PSK50005/6,,A Más +,,?-1,,9.4,,ML231209,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html
4025 Vtp 16North America C,DVB-S28PSK50005/6,,A Más +,,?-1,,9.4,,ML231209,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html
4025 Vtp 16North America C,DVB-S28PSK50005/6,1*,A Más +,,HEVC/HD,1131,1132 Spa,,,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html
4025 Vtp 16North America C,DVB-S28PSK50005/6,1*,A Más +,,HEVC/HD,1131,1132 Spa,,,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html
4025 Vtp 16North America C,DVB-S28PSK50005/6,1*,A Más +,,HEVC/HD,1131,1132 Spa,,,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html
