Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,,,,,,1.0,,DX Bozóth230811,3817 H,tp 4C,,,,,
3819 Vtp 3CAfrica & Europe,,,,,,,,,N Stanislav240201,3819 V,tp 3C,,,,,
3823 Vtp 3CAfrica & Europe,,,,,,,,,DX Bozóth240119,3823 V,tp 3C,,,,,
3827 Htp 15CAfrica & Europe,,,,,,,,,N Stanislav240205,3827 H,tp 15C,,,,,
3940 Htp 18CAfrica & Europe,,,,,,,,,N Stanislav240205,3940 H,tp 18C,,,,,
3945 Vtp 6CAfrica & Europe,,,,,,,,,N Stanislav240205,3945 V,tp 6C,,,,,
3995 Vtp 8CAfrica & Europe,,,,,,,,,N Stanislav240205,3995 V,tp 8C,,,,,
11104 Vtp 8KCentral Asia,,,,,,,,,N Stanislav240117,11104 V,tp 8K,,,,,
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,257,Wailing Women Worldwide TV,,,257,258 Eng,,,3817 H,tp 4C,,,,Wailing Women Worldwide TV,https://www.lyngsat.com/tvchannels/ng/Wailing-Women-Worldwide-TV.html
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,531,MFM TV,,,532,533 Eng,,,3817 H,tp 4C,,,,MFM TV,https://www.lyngsat.com/tvchannels/ng/MFM-TV.html
4148 Vtp 11CAfrica & Europe,DVB-S28PSK24003/5,1,MFM TV,,?-?MPEG-4/HD,33,5.5  34 Eng,,N Stanislav240205,4148 V,tp 11C,,,,MFM TV,https://www.lyngsat.com/tvchannels/ng/MFM-TV.html
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,513,Zodiak Radio,,,,519 Eng,,,3817 H,tp 4C,,,,Zodiak Radio,https://www.lyngsat.com/radiochannels/mw/Zodiak-Radio.html
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,513,Zodiak Radio,,,,519 Eng,,,3817 H,tp 4C,,,,Zodiak Radio,https://www.lyngsat.com/radiochannels/mw/Zodiak-Radio.html
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,514,Capital FM (Malawi),,,,521 Eng,,,3817 H,tp 4C,,,,Capital FM (Malawi),https://www.lyngsat.com/radiochannels/mw/Capital-FM.html
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,514,Capital FM (Malawi),,,,521 Eng,,,3817 H,tp 4C,,,,Capital FM (Malawi),https://www.lyngsat.com/radiochannels/mw/Capital-FM.html
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,517,Nyami Nyami FM,,,,525 Eng,,,3817 H,tp 4C,,,,Nyami Nyami FM,https://www.lyngsat.com/radiochannels/za/Nyami-Nyami-FM.html
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,517,Nyami Nyami FM,,,,525 Eng,,,3817 H,tp 4C,,,,Nyami Nyami FM,https://www.lyngsat.com/radiochannels/za/Nyami-Nyami-FM.html
3827 Vtp 3CAfrica & Europe,DVB-S2QPSK14004/5,1,Kameme TV,,?-?MPEG-4/SD,258,4.7 257 Eng,,N Stanislav240205,3827 V,tp 3C,,,,,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,,Kenyan mux,,,,7.9,,DX Bozóth230719,3834 H,tp 16C,,,,,
4138 Vtp 11CAfrica & Europe,DVB-S2QPSK13045/6,,Kenyan mux,,,,5.2,,Zelda220716,4138 V,tp 11C,,,,,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,11,Lulu FM,,,,400,,,3834 H,tp 16C,,,,Lulu FM,https://www.lyngsat.com/radiochannels/ke/Lulu-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,12,Trace FM Kenya,,,,401 Eng,,,3834 H,tp 16C,,,,Trace FM Kenya,https://www.lyngsat.com/radiochannels/fr/Trace-FM-Kenya.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,13,Sidai FM,,,,402,,,3834 H,tp 16C,,,,Sidai FM,https://www.lyngsat.com/radiochannels/ke/Sidai-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,13,Sidai FM,,,,402,,,3834 H,tp 16C,,,,Sidai FM,https://www.lyngsat.com/radiochannels/ke/Sidai-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,14,Soundcity Radio 88.5 Nairobi,,,,403 Eng,,,3834 H,tp 16C,,,,Soundcity Radio 88.5 Nairobi,https://www.lyngsat.com/radiochannels/ng/Soundcity-Radio-885-Nairobi.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,15,Sang'u FM,,,,52,,,3834 H,tp 16C,,,,Sang'u FM,https://www.lyngsat.com/radiochannels/ke/Sangu-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,15,Sang'u FM,,,,52,,,3834 H,tp 16C,,,,Sang'u FM,https://www.lyngsat.com/radiochannels/ke/Sangu-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,16,Getu FM,,,,54 Som,,,3834 H,tp 16C,,,,Getu FM,https://www.lyngsat.com/radiochannels/ke/Getu-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,16,Getu FM,,,,54 Som,,,3834 H,tp 16C,,,,Getu FM,https://www.lyngsat.com/radiochannels/ke/Getu-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,17,Inka FM,,,,56,,,3834 H,tp 16C,,,,Inka FM,https://www.lyngsat.com/radiochannels/gh/Inka-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,18,Gichichio FM,,,,58,,,3834 H,tp 16C,,,,Gichichio FM,https://www.lyngsat.com/radiochannels/ke/Gichichio-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,19,Kayu FM,,,,60 Eng,,,3834 H,tp 16C,,,,Kayu FM,https://www.lyngsat.com/radiochannels/ke/Kayu-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,19,Kayu FM,,,,60 Eng,,,3834 H,tp 16C,,,,Kayu FM,https://www.lyngsat.com/radiochannels/ke/Kayu-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,20,Mwangaza wa Neno FM,,,,62,,,3834 H,tp 16C,,,,Mwangaza wa Neno FM,https://www.lyngsat.com/radiochannels/ke/Mwangaza-wa-Neno-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,20,Mwangaza wa Neno FM,,,,62,,,3834 H,tp 16C,,,,Mwangaza wa Neno FM,https://www.lyngsat.com/radiochannels/ke/Mwangaza-wa-Neno-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,20,Mwangaza wa Neno FM,,,,62,,,3834 H,tp 16C,,,,Mwangaza wa Neno FM,https://www.lyngsat.com/radiochannels/ke/Mwangaza-wa-Neno-FM.html
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,20,Mwangaza wa Neno FM,,,,62,,,3834 H,tp 16C,,,,Mwangaza wa Neno FM,https://www.lyngsat.com/radiochannels/ke/Mwangaza-wa-Neno-FM.html
4117 Vtp 11CAfrica & Europe,DVB-S28PSK11663/4,512,Mwangaza wa Neno FM,,,,513,,,4117 V,tp 11C,,,,Mwangaza wa Neno FM,https://www.lyngsat.com/radiochannels/ke/Mwangaza-wa-Neno-FM.html
4117 Vtp 11CAfrica & Europe,DVB-S28PSK11663/4,512,Mwangaza wa Neno FM,,,,513,,,4117 V,tp 11C,,,,Mwangaza wa Neno FM,https://www.lyngsat.com/radiochannels/ke/Mwangaza-wa-Neno-FM.html
4117 Vtp 11CAfrica & Europe,DVB-S28PSK11663/4,512,Mwangaza wa Neno FM,,,,513,,,4117 V,tp 11C,,,,Mwangaza wa Neno FM,https://www.lyngsat.com/radiochannels/ke/Mwangaza-wa-Neno-FM.html
4117 Vtp 11CAfrica & Europe,DVB-S28PSK11663/4,512,Mwangaza wa Neno FM,,,,513,,,4117 V,tp 11C,,,,Mwangaza wa Neno FM,https://www.lyngsat.com/radiochannels/ke/Mwangaza-wa-Neno-FM.html
3836 Htp 16CAfrica & Europe,DVB-S28PSK12503/4,1003,Thunder TV,,?-?MPEG-4/SD,34,7.9  35 Eng,,N Stanislav240205,3836 H,tp 16C,,,,,
3838 Htp 16CAfrica & Europe,DVB-S28PSK12502/3,257,Christ Mandate TV,,?-?MPEG-4/SD,257,6.6 258 Eng,,N Stanislav240205,3838 H,tp 16C,,,,,
3840 Htp 16CAfrica & Europe,DVB-S28PSK15003/4,101,Rapid TV,,?-?MPEG-4/SD,33,7.9  34 Eng,,N Stanislav230604,3840 H,tp 16C,,,,,
3842 Htp 16CAfrica & Europe,DVB-S28PSK15822/3,1,Salt TV,,?-?MPEG-2/SD,308,6.6 256 Eng,,DX Bozóth220827,3842 H,tp 16C,,,,,
3842 Htp 16CAfrica & Europe,DVB-S28PSK15822/3,2,Salt FM,,,,257 Eng,,,3842 H,tp 16C,,,,Salt FM,https://www.lyngsat.com/radiochannels/ug/Salt-FM.html
3863 Htp 16CAfrica & Europe,DVB-S28PSK23803/5,1,AfroSport TV,,?-?MPEG-4/HD,257,5.5 258 Eng,,N Stanislav240205,3863 H,tp 16C,,,,,
3866 Htp 16CAfrica & Europe,DVB-S2QPSK25005/6,1,News Central TV,,?-?MPEG-4/SD,273,5.2 274 Eng,,N Stanislav220626,3866 H,tp 16C,,,,,
3869 Htp 16CAfrica & Europe,DVB-S2QPSK12503/5,100,Joy Gospel TV,,?-?MPEG-4/SD,257,2.2 258 Eng,,N Stanislav240205,3869 H,tp 16C,,,,,
3874 Htp 17CAfrica & Europe,DVB-S28PSK12503/5,1,Jehova Jire TV,,?-?,256,5.5 257 Eng,,N Stanislav230604,3874 H,tp 17C,,,,,
3915 Vtp 6CAfrica & Europe,DVB-S272003/4,,(feeds),,,,,,DX Bozóth230312,3915 V,tp 6C,,,,,
3944 Htp 18CAfrica & Europe,DVB-S22223/4,,(feeds),,,,,,DX Bozóth221114,3944 H,tp 18C,,,,,
3955 Vtp 7CAfrica & Europe,DVB-S28PSK37503/4,,(feeds),,,,,,DX Bozóth221124,3955 V,tp 7C,,,,,
10958 Htp 1KCentral Asia,DVB-S28PSK33335/6,,(feeds),,,,,,N Stanislav230826,10958 H,tp 1K,,,,,
10960 Vtp 2KCentral Asia,DVB-S28PSK75005/6,,(feeds),,,,,,Roli231203,10960 V,tp 2K,,,,,
10998 Vtp 4KEurope,DVB-S28PSK29625/6,,(feeds),,,,,,Roli200301,10998 V,tp 4K,,,,,
11007 Vtp 4KEurope,DVB-S28PSK100005/6,,(feeds),,,,,,Roli191204,11007 V,tp 4K,,,,,
11017 Htp 3KEurope,DVB-S28PSK58323/4,,(feeds),,,,,,Stanley_cassidyRoli240317,11017 H,tp 3K,,,,,
11024 Htp 3KEurope,DVB-S2QPSK58323/4,,(feeds),,,,,,Stanley_cassidyRoli240317,11024 H,tp 3K,,,,,
11030 Htp 3KEurope,DVB-S251853/4,,(feeds),,,,,,Stanley_cassidy240317,11030 H,tp 3K,,,,,
11037 Vtp 6KCentral Asia,DVB-S225005/6,,(feeds),,,,,,Stanley_cassidy211014,11037 V,tp 6K,,,,,
11042 Htp 5KEurope,DVB-S28PSK33335/6,,(feeds),,,,,,Roli180826,11042 H,tp 5K,,,,,
11042 Vtp 6KCentral Asia,DVB-S28PSK25005/6,,(feeds),,,,,,Roli220715,11042 V,tp 6K,,,,,
11046 Htp 5KEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Jamie A180622,11046 H,tp 5K,,,,,
11048 Vtp 6KCentral Asia,DVB-S28PSK24805/6,,(feeds),,,,,,Roli220715,11048 V,tp 6K,,,,,
11049 Htp 5KEurope,DVB-S28PSK33335/6,,(feeds),,,,,,Roli180418,11049 H,tp 5K,,,,,
11058 Htp 5KEurope,DVB-S28PSK75005/6,,(feeds),,,,,,Roli240119,11058 H,tp 5K,,,,,
11060 Vtp 6KCentral Asia,DVB-S28PSK50005/6,,(feeds),,,,,,N Stanislav220514,11060 V,tp 6K,,,,,
11071 Htp 5KEurope,DVB-S28PSK33333/4,,(feeds),,,,,,Roli240305,11071 H,tp 5K,,,,,
11071 Vtp 6KCentral Asia,DVB-S28PSK33305/6,,(feeds),,,,,,Roli220612,11071 V,tp 6K,,,,,
11077 Vtp 8KCentral Asia,DVB-S28PSK22225/6,,(feeds),,,,,,N Stanislav210721,11077 V,tp 8K,,,,,
11088 Vtp 8KCentral Asia,DVB-S275003/4,,(feeds),,,,,,Stanley_cassidy200719,11088 V,tp 8K,,,,,
11119 Vtp 10KEurope,DVB-S28PSK50003/4,,(feeds),,,,,,Roli230215,11119 V,tp 10K,,,,,
11126 Vtp 10KEurope,DVB-S28PSK75003/4,,(feeds),,,,,,Roli220828,11126 V,tp 10K,,,,,
11132 Vtp 10KEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Roli230430,11132 V,tp 10K,,,,,
11135 Vtp 10KEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Roli230430,11135 V,tp 10K,,,,,
11143 Vtp 10KEurope,DVB-S2QPSK58003/4,,(feeds),,,,,,Roli230513,11143 V,tp 10K,,,,,
11147 Vtp 10KEurope,DVB-S21003/4,,(feeds),,,,,,N Stanislav220514,11147 V,tp 10K,,,,,
11150 Vtp 10KEurope,DVB-S28PSK33305/6,,(feeds),,,,,,Roli230310,11150 V,tp 10K,,,,,
11162 Vtp 12KEurope,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220627,11162 V,tp 12K,,,,,
11174 Vtp 12KEurope,DVB-S232005/6,,(feeds),,,,,,Onacila181028,11174 V,tp 12K,,,,,
11184 Vtp 12KEurope,DVB-S216APSK20604/5,,(feeds),,,,,,N Stanislav220702,11184 V,tp 12K,,,,,
