Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
10714 Htp 41UK0,DVB-S220005/6,,Sky UK,,2-2041,,6.5,,J Robinson180807,10714 H,tp 41,0,,,,
10936 Vtp 56UK0,DVB-S220005/6,,Sky UK,,2-2056,,6.5,,R EckendorffJ Robinson220629,10936 V,tp 56,0,,,,
11386 Htp 113UK0,DVB-S2QPSK295008/9,,Sky UK,,2-2113,,6.2,Videoguard,J RobinsonR Eckendorff240318,11386 H,tp 113,0,Videoguard,,,
11386 Vtp 114UK0,DVB-S2QPSK295008/9,,Sky UK,,2-2114,,6.2,Videoguard,DX Bozóth240319,11386 V,tp 114,0,Videoguard,,,
11426 Vtp 116UK0,DVB-S2QPSK295008/9,,Sky UK,,2-2116,,6.2,,J Robinson240304,11426 V,tp 116,0,,,,
11758 Htp 3Europe Ku0,DVB-S28PSK275002/3,,Sky UK,,2-2003,,6.6,Videoguard,J RobinsonR Eckendorff240125,11758 H,tp 3,0,Videoguard,,,
11836 Htp 7Europe Ku0,DVB-S275005/6,,Sky UK,,2-2007,,6.5,Videoguard,J RobinsonR Eckendorff240103,11836 H,tp 7,0,Videoguard,,,
11856 Vtp 8Europe Ku0,DVB-S28PSK275002/3,,Sky UK,,2-2008,,6.6,Videoguard,J Robinson240305,11856 V,tp 8,0,Videoguard,,,
11914 Htp 11Europe Ku0,DVB-S275005/6,,Sky UK,,2-2011,,6.5,Videoguard,J RobinsonR Eckendorff240103,11914 H,tp 11,0,Videoguard,,,
11934 Vtp 12Europe Ku0,DVB-S275005/6,,Sky UK,,2-2012,,6.5,Videoguard,J Robinson240213,11934 V,tp 12,0,Videoguard,,,
12012 Vtp 16Europe Ku0,DVB-S28PSK275002/3,,Sky UK,,2-2016,,6.6,Videoguard,J Robinson240305,12012 V,tp 16,0,Videoguard,,,
12070 Htp 19Europe Ku0,DVB-S275005/6,,Sky UK,,2-2019,,6.5,Videoguard,R EckendorffM Al-Taie240106,12070 H,tp 19,0,Videoguard,,,
12090 Vtp 20Europe Ku0,DVB-S28PSK275002/3,,Sky UK,,2-2020,,6.6,Videoguard,J Robinson240213,12090 V,tp 20,0,Videoguard,,,
12363 Vtp 34UK0,DVB-S28PSK275002/3,,Sky UK,,2-2034,,6.6,Videoguard,J Robinson240219,12363 V,tp 34,0,Videoguard,,,
10714 Htp 41UK0,DVB-S220005/6,9211,Channel 4 London,,MPEG-2/SD,2315,2316 Eng,,,10714 H,tp 41,0,,,Channel 4 London,https://www.lyngsat.com/tvchannels/uk/Channel-4-London.html
