Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
11727 Rtp 1Japan,ISDB-STC8PSK288602/3,,BS Digital,,,,,B-CAS,Alimudin 328200503,,False,
11727 Rtp 1Japan,ISDB-STC8PSK288602/3,151.0,BS Asahi,,/HD,320.0,321 Jpn,B-CAS,,,False,
11727 Rtp 1Japan,ISDB-STC8PSK288602/3,161.0,BS-TBS,,/HD,273.0,274 Jpn,B-CAS,,,False,
11727 Rtp 1Japan,ISDB-STC8PSK288602/3,171.0,BS TV Tokyo,,/HD,,Jpn,B-CAS,,,False,
11766 Rtp 3Japan,ISDB-STC8PSK288602/3,,BS Digital,,,,,B-CAS,Alimudin 328200503,,False,
11766 Rtp 3Japan,ISDB-STC8PSK288602/3,103.0,NHK BS Premium,,/HD,,Jpn,B-CAS,,,False,
11881 Rtp 9Japan,ISDB-STC8PSK288602/3,,BS Digital,,,,,B-CAS,T Kameda170306,,False,
11881 Rtp 9Japan,ISDB-STC8PSK288602/3,211.0,BS 11,,/HD,,Jpn,B-CAS,,,False,
11881 Rtp 9Japan,ISDB-STC8PSK288602/3,222.0,BS 12,,/HD,,Jpn,B-CAS,,,False,
11958 Rtp 13Japan,ISDB-STC8PSK288602/3,,BS Digital,,,,,B-CAS,Alimudin 328200504,,False,
11958 Rtp 13Japan,ISDB-STC8PSK288602/3,141.0,BS Nippon TV,,/HD,,Jpn,B-CAS,,,False,
11958 Rtp 13Japan,ISDB-STC8PSK288602/3,181.0,BS Fuji,,/HD,,Jpn,B-CAS,,,False,
11996 Rtp 15Japan,ISDB-STC8PSK288602/3,,BS Digital,,,,,B-CAS,Alimudin 328200503,,False,
11996 Rtp 15Japan,ISDB-STC8PSK288602/3,101.0,NHK BS 1,,,,Jpn,B-CAS,,,False,
12034 Rtp 17Japan,ISDB-S316APSK33756.,,BS Digital,,,,,ACAS,Alimudin 328200504,,False,
12034 Rtp 17Japan,ISDB-S316APSK33756.,45329.0,BS-TBS 4K,,HEVC/UHD,,Jpn,ACAS,,,False,
12034 Rtp 17Japan,ISDB-S316APSK33756.,45330.0,BS Fuji 4K,,HEVC/UHD,,Jpn,ACAS,,,False,
