Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
3641 Ltp 52Hemi0,,,,,,,,,N Stanislav240107,,False,
3675 Rtp 53Hemi0,,,,,,,,,N Stanislav240107,,False,
3679 Rtp 53Hemi0,,,,,,,,,N Stanislav240107,,False,
3710 Ltp 56Hemi0,DVB-S28PSK83303/4,,,,3-1,,7.9,,DX Bozóth240322,,False,
3763 Rtp 57Hemi0,,,,,,,,,N Stanislav240313,,False,
3803 Ltp 60Hemi0,DVB-S28PSK300005/6,,,,100-100,,9.4,Cryptoguard 1IrdetoVisionCrypt,N Stanislav240107,,False,
3830 Rtp 61Hemi0,DVB-S28PSK66662/3,,,,513-513,,6.6,,DX Bozóth240324,,False,
3834 Ltp 62Hemi0,DVB-S28PSK150005/6,,,,1-101,,9.4,PowerVu,DX Bozóth230324,,False,
3847 Ltp 62Hemi0,DVB-S66703/4,,,,3-101,,5.5,PowerVu,Mike 4220721,,False,
3858 Rtp 61Hemi0,DVB-S28PSK57143/4,,,,1-0,,7.9,,F Dibba230421,,False,
3874 Rtp 63Hemi0,,,,,,,,,DX Bozóth240315,,False,
3878 Ltp 64Hemi0,,,,,,,,,DX Bozóth240324,,False,
3884 Rtp 63Hemi0,,,,,,,,,DX Bozóth240315,,False,
3887 Ltp 64Hemi0,,,,,,,,,DX BozóthN Stanislav240324,,False,
4004 Ltp 70Hemi0,,,,,,,,,N Stanislav240326,,False,
4043 Rtp 71Hemi0,,,,,,,,,R Imperial240201,,False,
4061 Ltp 72Hemi0,DVB-S28PSK42853/4,,,,8362-3031,,7.9,,N Stanislav231229,,False,
4135 Ltp 76Hemi0,DVB-S28PSK300005/6,,,,33-1,,9.4,PowerVu,R Imperial240321,,False,
4151 Rtp 75Hemi0,,,,,,,,,N Stanislav240107,,False,
4191 Ltp 78Hemi0,DVB-S28PSK73322/3,,,,1-1,,6.6,PowerVuViaccess,RDSantiago220826,,False,
3710 Ltp 56Hemi0,DVB-S28PSK83303/4,1,Canal Antigua,,MPEG-4/SD,34.0,38 Spa,,,,False,
3710 Ltp 56Hemi0,DVB-S28PSK83303/4,2,Conectados con Dios TV,,MPEG-4/SD,36.0,37 Spa,,,,False,
3710 Ltp 56Hemi0,DVB-S28PSK83303/4,6,Gallero Soy,,MPEG-4/SD,41.0,42 Spa,,,,False,
