Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
4036 Htp 17,DVB-S28PSK75003/4,,(feeds),,,,,,ML231103,4036 H,tp 17,,,,False,
4046 Vtp 18,DVB-S28PSK7500,,(feeds),,,,,,NOS482230625,4046 V,tp 18,,,,False,
4055 Vtp 18,DVB-S28PSK7500,,(feeds),,,,,,NOS482230625,4055 V,tp 18,,,,False,
4064 Vtp 18,DVB-S28PSK7500,,(feeds),,,,,,NOS482230625,4064 V,tp 18,,,,False,
4066 Htp 19,DVB-S28PSK7500,,(feeds),,,,,,NOS482230709,4066 H,tp 19,,,,False,
4073 Vtp 18,DVB-S28PSK7500,,(feeds),,,,,,NOS482230625,4073 V,tp 18,,,,False,
4075 Htp 19,DVB-S28PSK7500,,(feeds),,,,,,NOS482230709,4075 H,tp 19,,,,False,
4084 Htp 19,DVB-S28PSK7500,,(feeds),,,,,,NOS482230709,4084 H,tp 19,,,,False,
4086 Vtp 20,DVB-S28PSK7500,,(feeds),,,,,,NOS482230627,4086 V,tp 20,,,,False,
4095 Vtp 20,DVB-S28PSK7500,,(feeds),,,,,,NOS482230702,4095 V,tp 20,,,,False,
4104 Vtp 20,DVB-S28PSK7500,,(feeds),,,,,,NOS482230703,4104 V,tp 20,,,,False,
4114 Vtp 20,DVB-S28PSK75003/4,,(feeds),,,,,,ML231025,4114 V,tp 20,,,,False,
4125 Vtp 22,DVB-S28PSK7500,,(feeds),,,,,,NOS482230703,4125 V,tp 22,,,,False,
4134 Vtp 22,DVB-S28PSK7500,,(feeds),,,,,,NOS482230703,4134 V,tp 22,,,,False,
4151 Htp 23,DVB-S132353/4,,(Texas Lottery feeds),,,,,,Cruz'n video230704,4151 H,tp 23,,,,False,
