Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,,KTN,,1-1,,7.9,,N Stanislav230729,3703 L,tp 1C,,,https://www.lyngsat.com/providers/ke/KTN.html,,,True,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,1.0,KTN Home,,MPEG-4/SD,101.0,102 Eng,,,3703 L,tp 1C,,,,KTN Home,https://www.lyngsat.com/tvchannels/ke/KTN-Home.html,False,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,2.0,KTN News (Kenya),,MPEG-4/SD,201.0,202 Eng,,,3703 L,tp 1C,,,,KTN News (Kenya),https://www.lyngsat.com/tvchannels/ke/KTN-News.html,False,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,3.0,BTV (Kenya),,MPEG-4/SD,301.0,302 Eng,,,3703 L,tp 1C,,,,BTV (Kenya),https://www.lyngsat.com/tvchannels/ke/BTV.html,False,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,4.0,KTN Farmers TV,,MPEG-4/SD,401.0,402 Eng,,,3703 L,tp 1C,,,,KTN Farmers TV,https://www.lyngsat.com/tvchannels/ke/KTN-Farmers-TV.html,False,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,4.0,KTN Farmers TV,,MPEG-4/SD,401.0,402 Eng,,,3703 L,tp 1C,,,,KTN Farmers TV,https://www.lyngsat.com/tvchannels/ke/KTN-Farmers-TV.html,False,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,11.0,Radio Maisha,,,,111,,,3703 L,tp 1C,,,,Radio Maisha,https://www.lyngsat.com/radiochannels/ke/Radio-Maisha.html,False,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,11.0,Radio Maisha,,,,111,,,3703 L,tp 1C,,,,Radio Maisha,https://www.lyngsat.com/radiochannels/ke/Radio-Maisha.html,False,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,12.0,Spice FM,,,,121,,,3703 L,tp 1C,,,,Spice FM,https://www.lyngsat.com/radiochannels/ke/Spice-FM.html,False,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,12.0,Spice FM,,,,121,,,3703 L,tp 1C,,,,Spice FM,https://www.lyngsat.com/radiochannels/ke/Spice-FM.html,False,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,13.0,Vybez Radio,,,,131,,,3703 L,tp 1C,,,,Vybez Radio,https://www.lyngsat.com/radiochannels/ke/Vybez-Radio.html,False,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,13.0,Vybez Radio,,,,131,,,3703 L,tp 1C,,,,Vybez Radio,https://www.lyngsat.com/radiochannels/ke/Vybez-Radio.html,False,KTN
3703 Ltp 1CWest hemi,DVB-S28PSK40003/4,14.0,Berur FM,,,,141,,,3703 L,tp 1C,,,,Berur FM,https://www.lyngsat.com/radiochannels/ke/Berur-FM.html,False,KTN
3754 Ltp 4CWest hemi,DVB-S75003/4,,(feeds),,,,,,R Cattapan130122,3754 L,tp 4C,,,,,,False,KTN
4067 Rtp 11CWest hemi,DVB-S61113/4,,(feeds),,,,,,R Cattapan130211,4067 R,tp 11C,,,,,,False,KTN
3781 Ltp 4CWest hemi,DVB-S2QPSK19154/5,,,,4660-1,,4.7,,N Stanislav230416,3781 L,tp 4C,,,,,,False,KTN
3907 Rtp 7CWest hemi,,,,,,,,,N Stanislav240312,3907 R,tp 7C,,,,,,False,KTN
3781 Ltp 4CWest hemi,DVB-S2QPSK19154/5,1.0,Kiss FM (Kenya),,,,781,,,3781 L,tp 4C,,,,Kiss FM (Kenya),https://www.lyngsat.com/radiochannels/ke/Kiss-FM.html,False,KTN
3781 Ltp 4CWest hemi,DVB-S2QPSK19154/5,1.0,Kiss FM (Kenya),,,,781,,,3781 L,tp 4C,,,,Kiss FM (Kenya),https://www.lyngsat.com/radiochannels/ke/Kiss-FM.html,False,KTN
3781 Ltp 4CWest hemi,DVB-S2QPSK19154/5,2.0,Classic FM (Kenya),,,,782 Eng,,,3781 L,tp 4C,,,,Classic FM (Kenya),https://www.lyngsat.com/radiochannels/ke/Classic-FM.html,False,KTN
3781 Ltp 4CWest hemi,DVB-S2QPSK19154/5,2.0,Classic FM (Kenya),,,,782 Eng,,,3781 L,tp 4C,,,,Classic FM (Kenya),https://www.lyngsat.com/radiochannels/ke/Classic-FM.html,False,KTN
3781 Ltp 4CWest hemi,DVB-S2QPSK19154/5,3.0,Radio Jambo,,,,783,,,3781 L,tp 4C,,,,Radio Jambo,https://www.lyngsat.com/radiochannels/ke/Radio-Jambo.html,False,KTN
3781 Ltp 4CWest hemi,DVB-S2QPSK19154/5,3.0,Radio Jambo,,,,783,,,3781 L,tp 4C,,,,Radio Jambo,https://www.lyngsat.com/radiochannels/ke/Radio-Jambo.html,False,KTN
3781 Ltp 4CWest hemi,DVB-S2QPSK19154/5,4.0,East FM (Kenya),,,,784,,,3781 L,tp 4C,,,,East FM (Kenya),https://www.lyngsat.com/radiochannels/ke/East-FM.html,False,KTN
3781 Ltp 4CWest hemi,DVB-S2QPSK19154/5,4.0,East FM (Kenya),,,,784,,,3781 L,tp 4C,,,,East FM (Kenya),https://www.lyngsat.com/radiochannels/ke/East-FM.html,False,KTN
3781 Ltp 4CWest hemi,DVB-S2QPSK19154/5,5.0,Gukena FM,,,,147,,,3781 L,tp 4C,,,,Gukena FM,https://www.lyngsat.com/radiochannels/ke/Gukena-FM.html,False,KTN
3781 Ltp 4CWest hemi,DVB-S2QPSK19154/5,7.0,HomeBoyz Radio,,,,289,,,3781 L,tp 4C,,,,HomeBoyz Radio,https://www.lyngsat.com/radiochannels/ke/HomeBoyz-Radio.html,False,KTN
3917 Rtp 7CWest hemi,DVB-S28PSK16672/3,1.0,Efatha TV,,1-1MPEG-4/SD,49.0,6.6  51 Eng,,N Stanislav240312,3917 R,tp 7C,,,,,,False,KTN
3928 Rtp 7CWest hemi,DVB-S85722/3,,IPP Media,,4369-2,,4.4,,N Stanislav220212,3928 R,tp 7C,,,https://www.lyngsat.com/providers/tz/IPP-Media.html,,,True,IPP Media
3928 Rtp 7CWest hemi,DVB-S85722/3,10.0,ITV (Tanzania),,MPEG-2/SD,257.0,258 Eng,,,3928 R,tp 7C,,,,ITV (Tanzania),https://www.lyngsat.com/tvchannels/tz/ITV.html,False,IPP Media
3928 Rtp 7CWest hemi,DVB-S85722/3,20.0,EATV 5,,MPEG-2/SD,513.0,514 Eng,,,3928 R,tp 7C,,,,EATV 5,https://www.lyngsat.com/tvchannels/tz/EATV-5.html,False,IPP Media
3928 Rtp 7CWest hemi,DVB-S85722/3,50.0,Capital TV (Tanzania),,MPEG-2/SD,1281.0,1282 Eng,,,3928 R,tp 7C,,,,Capital TV (Tanzania),https://www.lyngsat.com/tvchannels/tz/Capital-TV.html,False,IPP Media
3928 Rtp 7CWest hemi,DVB-S85722/3,110.0,Radio One,,,,259 Eng,,,3928 R,tp 7C,,,,Radio One,https://www.lyngsat.com/radiochannels/tz/Radio-One.html,False,IPP Media
3928 Rtp 7CWest hemi,DVB-S85722/3,110.0,Radio One,,,,259 Eng,,,3928 R,tp 7C,,,,Radio One,https://www.lyngsat.com/radiochannels/tz/Radio-One.html,False,IPP Media
3928 Rtp 7CWest hemi,DVB-S85722/3,120.0,East Africa Radio,,,,515 Eng,,,3928 R,tp 7C,,,,East Africa Radio,https://www.lyngsat.com/radiochannels/tz/East-Africa-Radio.html,False,IPP Media
3928 Rtp 7CWest hemi,DVB-S85722/3,120.0,East Africa Radio,,,,515 Eng,,,3928 R,tp 7C,,,,East Africa Radio,https://www.lyngsat.com/radiochannels/tz/East-Africa-Radio.html,False,IPP Media
3928 Rtp 7CWest hemi,DVB-S85722/3,150.0,Capital Radio (Tanzania),,,,1283 Eng,,,3928 R,tp 7C,,,,Capital Radio (Tanzania),https://www.lyngsat.com/radiochannels/tz/Capital-Radio.html,False,IPP Media
3928 Rtp 7CWest hemi,DVB-S85722/3,150.0,Capital Radio (Tanzania),,,,1283 Eng,,,3928 R,tp 7C,,,,Capital Radio (Tanzania),https://www.lyngsat.com/radiochannels/tz/Capital-Radio.html,False,IPP Media
4025 Rtp 9CWest hemi,DVB-S2QPSK16655/6,101.0,Times TV (Malawi),,8192-4096MPEG-4/SD,1002.0,5.21003 Eng,,N Stanislav240223,4025 R,tp 9C,,,,,,False,IPP Media
4025 Rtp 9CWest hemi,DVB-S2QPSK16655/6,2.0,Times Radio,,,,1005 Eng,,,4025 R,tp 9C,,,,Times Radio,https://www.lyngsat.com/radiochannels/mw/Times-Radio.html,False,IPP Media
4025 Rtp 9CWest hemi,DVB-S2QPSK16655/6,2.0,Times Radio,,,,1005 Eng,,,4025 R,tp 9C,,,,Times Radio,https://www.lyngsat.com/radiochannels/mw/Times-Radio.html,False,IPP Media
