Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
12707 Htp NZ16New Zealand,11720 Vtp B1Australia0,DVB-S28PSK300003/5,,VAST,,,,5.5,Irdeto,C Sutton221214
12707 Htp NZ16New Zealand,11720 Htp B13Australia0,DVB-S28PSK294503/5,,Foxtel,,,,5.5,Irdeto,C Sutton220401
12707 Htp NZ16New Zealand,11762 Htp B14Australia0,DVB-S28PSK294503/5,,Foxtel,,4096-14,,5.5,IrdetoVideoguard,C Sutton230301
12707 Htp NZ16New Zealand,11804 Vtp B3Australia0,DVB-S28PSK300003/5,,VAST,,?-4,,5.5,Irdeto,C Sutton231226
12707 Htp NZ16New Zealand,11804 Htp B15Australia0,DVB-S28PSK294503/5,,Foxtel,,?-26,,5.5,IrdetoVideoguard,C Sutton230706
12707 Htp NZ16New Zealand,11845 Vtp B4Australia0,DVB-S278003/4,,Foxtel,,?-35,,5.5,IrdetoVideoguard,C Sutton211018
12707 Htp NZ16New Zealand,11845 Htp B16Australia0,DVB-S28PSK294503/5,,Foxtel,,?-24,,5.5,IrdetoVideoguard,C Sutton230705
12707 Htp NZ16New Zealand,11886 Vtp B5Australia0,DVB-S28PSK300003/5,,VAST,,?-2,,5.5,Irdeto,C Sutton220523
12707 Htp NZ16New Zealand,11886 Htp B17Australia0,DVB-S278003/4,,Foxtel,,?-7,,5.5,IrdetoVideoguard,D de Jong200629
12707 Htp NZ16New Zealand,11928 Vtp B6Australia0,DVB-S2QPSK300003/5,,VAST,,4095-7,,2.2,Irdeto,C Sutton211019
12707 Htp NZ16New Zealand,11928 Vtp B6Australia0,11,[Tune Channel test card],,MPEG-2/SD,801,802,,,
12707 Htp NZ16New Zealand,11928 Htp B18Australia0,DVB-S278003/4,,Foxtel,,?-11,,5.5,IrdetoVideoguard,C Sutton221213
12707 Htp NZ16New Zealand,11970 Htp B19Australia0,DVB-S278003/4,,Foxtel,,?-18,,5.5,IrdetoVideoguard,C Sutton230301
12707 Htp NZ16New Zealand,12011 Htp B20Australia0,DVB-S28PSK294553/5,,Foxtel,,?-20,,5.5,IrdetoVideoguard,D de Jong200629
12707 Htp NZ16New Zealand,12052 Vtp B9Australia0,DVB-S278003/4,,Foxtel,,,,5.5,Irdeto,B Gordon221103
12707 Htp NZ16New Zealand,12052 Htp B21Australia0,DVB-S28PSK294503/5,,Foxtel,,?-13,,5.5,IrdetoVideoguard,C Sutton170930
12707 Htp NZ16New Zealand,12094 Vtp B10Australia0,DVB-S278003/4,,Foxtel,,?-31,,5.5,Videoguard,T Baxter180528
12707 Htp NZ16New Zealand,12094 Htp B22Australia0,DVB-S28PSK294503/5,,Foxtel,,?-25,,5.5,Videoguard,C Sutton230301
12707 Htp NZ16New Zealand,12136 Vtp B11Australia0,DVB-S278003/4,,Foxtel,,4096-32,,5.5,IrdetoVideoguard,C Sutton230705
12707 Htp NZ16New Zealand,12136 Htp B23Australia0,DVB-S28PSK300003/5,,Foxtel,,?-9,,5.5,Irdeto,C Sutton220221
12707 Htp NZ16New Zealand,12177 Htp B24Australia0,DVB-S278003/4,,Foxtel,,?-10,,5.5,IrdetoVideoguard,C Sutton230705
12707 Htp NZ16New Zealand,12707 Htp NZ16New Zealand,DVB-S22500,,[Sky New Zealand test card],,MPEG-2/SD,1001,1101,,D Lee 4140806
