Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
5702,12270 VSouth America0,DVB-S28PSK300002/3,,TVD,,1-3,,6.6,Irdeto,C de Berazategui230707
5702,12270 VSouth America0,951,CDTV,,MPEG-4/HD,911,912 Spa,,,
5702,12270 VSouth America0,952,TV Senado (Chile),,MPEG-4/HD,921,922 Spa,,,
5702,12270 VSouth America0,1952,CDTV,,MPEG-4/1seg,931,932 Spa,,,
5702,12270 VSouth America0,2053,TV Senado (Chile),,MPEG-4/1seg,1031,1032 Spa,,,
5702,12270 VSouth America0,3054,El Conquistador FM,,,,2032 Spa,,,
5702,12270 VSouth America0,4054,El Conquistador FM Red Norte,,,,2033 Spa,,,
5702,12270 VSouth America0,5701,ADN 97.1,,,,5793 Spa,,,
5702,12270 VSouth America0,5702,Los 40 Chile,,,,5809 Spa,,,
5702,12270 VSouth America0,5703,Corazón,,,,5825 Spa,,,
5702,12270 VSouth America0,5704,Futuro,,,,5857 Spa,,,
5702,12270 VSouth America0,5705,RadioActiva,,,,5873 Spa,,,
5702,12270 VSouth America0,5706,Concierto,,,,5889 Spa,,,
5702,12270 VSouth America0,5707,FM Dos,,,,5921 Spa,,,
5702,12270 VSouth America0,5708,Rock & Pop,,,,5937 Spa,,,
5702,12270 VSouth America0,5709,Radio Imagina,,,,5949 Spa,,,
5702,12270 VSouth America0,5710,Pudahuel FM,,,,5965 Spa,,,
5702,12270 VSouth America0,5718,Radio Beethoven,,,,5978 Spa,,,
5702,12270 VSouth America0,5719,Duna 89.7,,,,5979 Spa,,,
5702,12270 VSouth America0,5720,Radio Elquina,,,,5971 Spa,,,
5702,12270 VSouth America0,5721,Radio Puclaro,,,,5972 Spa,,,
5702,12270 VSouth America0,5722,Radio Agricultura,,,,5974 Spa,,,
5702,12270 VSouth America0,5723,Radio Pauta,,,,5975 Spa,,,
5702,12310 VSouth America0,DVB-S28PSK300002/3,,TVD,,1-2,,6.6,Irdeto,C de Berazategui230925
5702,12310 VSouth America0,351,Telecanal,,MPEG-4/HD,311,312 Spa,,,
5702,12310 VSouth America0,1353,Telecanal,,MPEG-4/1seg,331,332 Spa,,,
5702,12350 VSouth America0,DVB-S2QPSK300001/2,,TVD,,1-1,,1.0,Irdeto,C de Berazategui240224
5702,12350 VSouth America0,32,La Red,,MPEG-4/SD,49,256 Spa,,,
5702,12350 VSouth America0,5701,ADN 97.1,,,,5793 Spa,,,
5702,12350 VSouth America0,5702,Los 40 Chile,,,,5809 Spa,,,
