SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country,Provider_Country
1,Daystar TV,?-?MPEG-2/SD,257.0,4005 V,tp 15,0.0,,,,,False,,3/4,4442.0,DVB-S4,Eng,,
,RCN,,,4011 V,tp 15,0.0,RAS,https://www.lyngsat.com/providers/co/RCN.html,,,True,RCN,5/6,3333.0,DVB-S2,,,co
5,RCN Nuestra Tele,MPEG-4/SD,101.0,4011 V,tp 15,0.0,RAS,,RCN Nuestra Tele,https://www.lyngsat.com/tvchannels/co/RCN-Nuestra-Tele.html,False,RCN,5/6,3333.0,DVB-S2,Spa,co,
6,NTN 24,MPEG-4/SD,201.0,4011 V,tp 15,0.0,RAS,,NTN 24,https://www.lyngsat.com/tvchannels/co/NTN-24.html,False,RCN,5/6,3333.0,DVB-S2,Spa,co,
6,NTN 24,MPEG-4/SD,201.0,4011 V,tp 15,0.0,RAS,,NTN 24,https://www.lyngsat.com/tvchannels/co/NTN-24.html,False,RCN,5/6,3333.0,DVB-S2,Spa,co,
7,RCN Novelas,MPEG-4/SD,301.0,4011 V,tp 15,0.0,RAS,,RCN Novelas,https://www.lyngsat.com/tvchannels/co/RCN-Novelas.html,False,RCN,5/6,3333.0,DVB-S2,Spa,co,
,Warner Bros. Discovery,815-101,,4020 H,tp 16,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,True,Warner Bros. Discovery,5/6,30000.0,DVB-S2,,,us
31,HGTV East,MPEG-4/HD,110.0,4020 H,tp 16,0.0,PowerVu,,HGTV East,https://www.lyngsat.com/tvchannels/us/HGTV-East.html,False,Warner Bros. Discovery,5/6,30000.0,DVB-S2,Eng,us,
32,Food Network East,MPEG-4/HD,210.0,4020 H,tp 16,0.0,PowerVu,,Food Network East,https://www.lyngsat.com/tvchannels/us/Food-Network-East.html,False,Warner Bros. Discovery,5/6,30000.0,DVB-S2,Eng,us,
33,Magnolia Network East,MPEG-4/HD,310.0,4020 H,tp 16,0.0,PowerVu,,Magnolia Network East,https://www.lyngsat.com/tvchannels/us/Magnolia-Network-East.html,False,Warner Bros. Discovery,5/6,30000.0,DVB-S2,Eng,us,
