SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country
,Sky PerfecTV!,10-?,,12428 V,tp 9,0,Multi 2,,,,False,,3/5,23303,DVB-S2,,
,Sky PerfecTV!,10-12308,,12523 H,tp 14,0,Multi 2,,,,False,,3/5,23303,DVB-S2,,
,Sky PerfecTV!,,,12568 V,tp 17,0,,,,,False,,3/5,23303,DVB-S2,,
,Sky PerfecTV!,10-?,,12583 H,tp 18,0,Multi 2,,,,False,,3/5,23303,DVB-S2,,
,Sky PerfecTV!,10-?,,12598 V,tp 19,0,Multi 2,,,,False,,3/5,23303,DVB-S2,,
,Sky PerfecTV!,10-?,,12613 H,tp 20,0,Multi 2,,,,False,,3/5,23303,DVB-S2,,
,Sky PerfecTV!,1-21,,12628 V,tp 21,0,Multi 2,,,,False,,3/4,21096,DVB-S2,,
,Sky PerfecTV!,10-?,,12643 H,tp 22,0,,,,,False,,3/5,23303,DVB-S2,,
,Sky PerfecTV!,10-?,,12673 H,tp 24,0,Multi 2,,,,False,,3/5,23303,DVB-S2,,
,Sky PerfecTV!,,,12688 V,tp 25,0,Multi 2,,,,False,,3/5,23303,DVB-S2,,
,Sky PerfecTV!,10-?,,12703 H,tp 26,0,Multi 2,,,,False,,3/5,23303,DVB-S2,,
,Sky PerfecTV!,,,12718 V,tp 27,0,Multi 2,,,,False,,3/5,23303,DVB-S2,,
,Sky PerfecTV!,10-12328,,12733 H,tp 28,0,Multi 2,,,,False,,3/5,23303,DVB-S2,,
33353.0,Sukachan 5,MPEG-4/HD,4101.0,12568 V,tp 17,0,,,Sukachan 5,https://www.lyngsat.com/tvchannels/jp/Sukachan-5.html,False,,3/5,23303,DVB-S2,Jpn,jp
33354.0,Sukachan 6,MPEG-4/HD,4103.0,12583 H,tp 18,0,,,Sukachan 6,https://www.lyngsat.com/tvchannels/jp/Sukachan-6.html,False,,3/5,23303,DVB-S2,Jpn,jp
33364.0,Sukachan 1,HEVC/UHD,4111.0,12643 H,tp 22,0,,,Sukachan 1,https://www.lyngsat.com/tvchannels/jp/Sukachan-1.html,False,,3/5,23303,DVB-S2,Jpn,jp
33353.0,BS Sky PerfecTV!,MPEG-4/HD,4098.0,12688 V,tp 25,0,,,BS Sky PerfecTV!,https://www.lyngsat.com/tvchannels/jp/BS-Sky-PerfecTV.html,False,,3/5,23303,DVB-S2,Jpn,jp
33355.0,Sukachan 7,MPEG-4/HD,4103.0,12718 V,tp 27,0,,,Sukachan 7,https://www.lyngsat.com/tvchannels/jp/Sukachan-7.html,False,,3/5,23303,DVB-S2,Jpn,jp
