SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,Sky New Zealand,169-9,,12267 H,tp NZ9L,,Videoguard,,False,,2/3,22500,DVB-S2,
,Sky New Zealand,169-10,,12295 H,tp NZ9U,,Videoguard,,False,,3/4,22500,DVB-S2,
,Sky New Zealand,169-7,,12331 H,tp NZ10L,,Videoguard,,False,,2/3,22500,DVB-S2,
,Sky New Zealand,169-8,,12358 H,tp NZ10U,,Videoguard,,False,,2/3,22500,DVB-S2,
,Sky New Zealand,169-13,,12394 H,tp NZ11L,,"Irdeto,Videoguard",,False,,3/4,22500,DVB-S2,
,Sky New Zealand,169-14,,12421 H,tp NZ11U,,Videoguard,,False,,3/4,22500,DVB-S2,
,Sky New Zealand,169-89,,12519 H,tp NZ13L,,,,False,,3/4,22500,DVB-S2,
,Sky New Zealand,169-4,,12546 H,tp NZ13U,,Videoguard,,False,,2/3,22500,DVB-S2,
,Sky New Zealand,169-1,,12581 H,tp NZ14L,,Videoguard,,False,,2/3,22500,DVB-S2,
,Sky New Zealand,169-2,,12608 H,tp NZ14U,,Videoguard,,False,,2/3,22500,DVB-S2,
,Sky New Zealand,169-11,,12707 H,tp NZ16L,,Videoguard,,False,,3/4,22500,DVB-S2,
,Sky New Zealand,169-12,,12734 H,tp NZ16U,,Videoguard,,False,,3/4,22500,DVB-S2,
1011.0,TVNZ Duke,MPEG-4/SD,1006.0,12358 H,tp NZ10U,,,,False,,2/3,22500,DVB-S2,Eng
1904.0,TVNZ Duke,MPEG-2/SD,520.0,12483 H,tp NZ12U,,,,False,,3/4,22500,DVB-S2,Eng
,(feeds),,,12392 H,tp 11,,,,False,,500,22,DVB-S2,
,(feeds),,,12430 V,tp 3,,,,False,,111,6,DVB-S6,
,(feeds),,,12643 V,tp 7,,,,False,,3/4,7200,DVB-S7,
,(feeds),,,12661 V,tp 7,,,,False,,200,7,DVB-S7,
,(feeds),,,12670 V,tp 7,,,,False,,200,7,DVB-S7,
,(feeds),,,12679 V,tp 7,,,,False,,200,7,DVB-S7,
,(feeds),,,12709 H,tp 16,,,,False,,000,30,DVB-S2,
,(feeds),,,12732 H,tp 16,,,,False,,500,8,DVB-S2,
1212.0,Aljazeera English,MPEG-4/SD,1002.0,12394 H,tp NZ11L,,,,False,,3/4,22500,DVB-S2,Eng
,ABC Sydney,,,12443 V,tp 4,,,https://www.lyngsat.com/providers/au/ABC-Sydney.html,True,ABC Sydney,3/4,1644,DVB-S2,
