SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,Kantipur Media Group,65280-0,,3634 H,tp 1A,38.5,,https://www.lyngsat.com/providers/np/Kantipur-Media-Group.html,True,Kantipur Media Group,3/5,6000,DVB-S2,
101,Kantipur TV,MPEG-4/HD,257.0,3634 H,tp 1A,38.5,,,False,Kantipur Media Group,3/5,6000,DVB-S2,Nep
111,Kantipur Max,MPEG-4/HD,3001.0,3634 H,tp 1A,38.5,,,False,Kantipur Media Group,3/5,6000,DVB-S2,Nep
,(feeds),,,3695 H,tp 2A,,,,False,Kantipur Media Group,3/5,4700,DVB-S2,
,(feeds),,,3832 V,tp 5B,,,,False,Kantipur Media Group,3/4,6111,DVB-S6,
,(feeds),,,3834 H,tp 6A,,,,False,Kantipur Media Group,3/4,9875,DVB-S2,
,(feeds),,,3852 H,tp 6A,,,,False,Kantipur Media Group,3/4,9875,DVB-S2,
,(feeds),,,3914 V,tp 7B,,,,False,Kantipur Media Group,3/4,3255,DVB-S3,
,(feeds),,,4035 H,tp 11A,,,,False,Kantipur Media Group,3/4,6700,DVB-S2,
,(feeds),,,4045 H,tp 11A,,,,False,Kantipur Media Group,3/4,6700,DVB-S2,
,(feeds),,,4047 V,tp 11B,,,,False,Kantipur Media Group,3/4,7200,DVB-S2,
,(feeds),,,4054 H,tp 11A,,,,False,Kantipur Media Group,3/4,6700,DVB-S2,
,(feeds),,,4058 V,tp 11B,,,,False,Kantipur Media Group,3/4,9600,DVB-S2,
,(feeds),,,4065 V,tp 11B,,,,False,Kantipur Media Group,3/4,5000,DVB-S2,
,(feeds),,,4070 V,tp 11B,,,,False,Kantipur Media Group,3/4,4800,DVB-S2,
,(feeds),,,4075 V,tp 11B,,,,False,Kantipur Media Group,3/4,4800,DVB-S2,
,(feeds),,,4145 H,tp 14A,,,,False,Kantipur Media Group,3/4,4800,DVB-S4,
,(feeds),,,4158 H,tp 14A,,,,False,Kantipur Media Group,3/4,3200,DVB-S3,
,(feeds),,,4165 H,tp 14A,,,,False,Kantipur Media Group,3/4,7120,DVB-S2,
,(feeds),,,4174 H,tp 14A,,,,False,Kantipur Media Group,3/4,7200,DVB-S2,
,(feeds),,,4188 V,tp 14B,,,,False,Kantipur Media Group,3/4,3200,DVB-S3,
,(feeds),,,10954 V,,,,,False,Kantipur Media Group,3/4,4800,DVB-S2,
,TeleNest,10201-10201,,3745 V,tp 3B,38.5,,https://www.lyngsat.com/providers/pk/TeleNest.html,True,TeleNest,3/5,5000,DVB-S2,
,TeleNest,10201-10201,,3745 V,tp 3B,38.5,,https://www.lyngsat.com/providers/pk/TeleNest.html,True,TeleNest,3/5,5000,DVB-S2,
,TeleNest,1339-10103,,3753 V,tp 3B,38.5,,https://www.lyngsat.com/providers/pk/TeleNest.html,True,TeleNest,3/5,8330,DVB-S2,
,TeleNest,1339-10103,,3753 V,tp 3B,38.5,,https://www.lyngsat.com/providers/pk/TeleNest.html,True,TeleNest,3/5,8330,DVB-S2,
5,Metro 1 News,MPEG-4/SD,351.0,3745 V,tp 3B,38.5,,,False,TeleNest,3/5,5000,DVB-S2,Urd
10,VSH News,MPEG-4/SD,357.0,3745 V,tp 3B,38.5,,,False,TeleNest,3/5,5000,DVB-S2,
15,Special TV,MPEG-4/HD,363.0,3745 V,tp 3B,38.5,,,False,TeleNest,3/5,5000,DVB-S2,
25,Sab TV,MPEG-4/HD,366.0,3745 V,tp 3B,38.5,,,False,TeleNest,3/5,5000,DVB-S2,Urd
