SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,(feeds),,,10996 V,tp B2,,,,False,,3/4,7200,DVB-S2,
,(feeds),,,11005 V,tp B2,,,,False,,3/4,7200,DVB-S2,
,(feeds),,,11014 V,tp B2,,,,False,,3/4,7200,DVB-S2,
,(feeds),,,11018 H,tp B1,,,,False,,3/4,2000,DVB-S2,
,(feeds),,,11026 V,tp B2,,,,False,,5/6,3333,DVB-S2,
,(feeds),,,11042 H,tp B3,,,,False,,3/4,27200,DVB-S2,
,(feeds),,,11043 V,tp B4,,,,False,,3/4,27200,DVB-S2,
,(feeds),,,11051 H,tp B3,,,,False,,3/4,27200,DVB-S2,
,(feeds),,,11052 V,tp B4,,,,False,,3/4,27200,DVB-S2,
,(feeds),,,11061 V,tp B4,,,,False,,3/4,27200,DVB-S2,
,(feeds),,,11070 H,tp B3,,,,False,,3/4,7200,DVB-S2,
,(feeds),,,11072 V,tp B4,,,,False,,3/4,2333,DVB-S2,
,(feeds),,,11079 H,tp B3,,,,False,,3/4,7200,DVB-S2,
,(feeds),,,11095 H,tp B3,,,,False,,3/4,3650,DVB-S2,
,(feeds),,,11111 H,tp B3,,,,False,,3/4,3000,DVB-S2,
,(feeds),,,11127 V,tp B6,,,,False,,3/4,7200,DVB-S2,
,(feeds),,,11136 H,tp B5,,,,False,,3/4,7200,DVB-S2,
,(feeds),,,11136 V,tp B6,,,,False,,3/4,7200,DVB-S2,
,(feeds),,,11145 H,tp B5,,,,False,,3/4,7200,DVB-S2,
,(feeds),,,11150 V,tp B6,,,,False,,3/4,7200,DVB-S2,
,(feeds),,,11159 H,tp B5,,,,False,,5/6,1950,DVB-S2,
,(feeds),,,11169 V,tp B6,,,,False,,3/4,3700,DVB-S2,
,(feeds),,,11174 V,tp B6,,,,False,,3/4,3700,DVB-S2,
,(feeds),,,11179 V,tp B6,,,,False,,3/4,2170,DVB-S2,
,(feeds),,,11189 V,tp B6,,,,False,,3/4,27200,DVB-S2,
,(feeds),,,11192 H,tp B5,,,,False,,3/4,3600,DVB-S2,
,(feeds),,,11488 V,tp D2,,,,False,,5/6,2600,DVB-S2,
,(feeds),,,11510 V,tp D2,,,,False,,3/5,7500,DVB-S2,
