SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,Media-Comm,,,4014 H,tp 15,0.0,Digicipher,https://www.lyngsat.com/providers/us/Media-Comm.html,True,Media-Comm,3/4,7500,DVB-S2,
1.0,INSP,MPEG-4/HD,80.0,4014 H,tp 15,0.0,Digicipher,,False,Media-Comm,3/4,7500,DVB-S2,Eng
2.0,INSP,MPEG-2/SD,23.0,4014 H,tp 15,0.0,Digicipher,,False,Media-Comm,3/4,7500,DVB-S2,Eng
3.0,Inspiration TV,MPEG-2/SD,20.0,4014 H,tp 15,0.0,Digicipher,,False,Media-Comm,3/4,7500,DVB-S2,Eng
,,,,4020 V,tp 16,0.0,PowerVu,,False,Media-Comm,2/3,34286,DVB-S2,
6.0,Sinclair promo,HEVC/HD,2010.0,4020 V,tp 16,0.0,,,False,Media-Comm,2/3,34286,DVB-S2,Eng
4.0,Sinclair promo,HEVC/UHD,2010.0,4120 H,tp 21,0.0,,,False,Media-Comm,3/4,34286,DVB-S2,Eng
5.0,Sinclair promo,HEVC/UHD,2010.0,4140 V,tp 22,0.0,,,False,Media-Comm,3/4,34286,DVB-S2,Eng
76.0,Yes Network,HEVC/HD,110.0,4020 V,tp 16,0.0,PowerVu,,False,Media-Comm,2/3,34286,DVB-S2,Eng Spa
53.0,Yes Network,HEVC/HD,310.0,4140 V,tp 22,0.0,PowerVu,,False,Media-Comm,3/4,34286,DVB-S2,Eng
80.0,Marquee Sports Network,MPEG-4/HD,510.0,4020 V,tp 16,0.0,PowerVu,,False,Media-Comm,2/3,34286,DVB-S2,Eng Spa
84.0,Marquee Sports Network Alternate,MPEG-4/HD,910.0,4020 V,tp 16,0.0,PowerVu,,False,Media-Comm,2/3,34286,DVB-S2,Eng Spa
,(Bally Sports feeds),,,4040 H,tp 17,,,,False,Media-Comm,2/3,34286,DVB-S2,
,HBO The Works,,,4060 V,tp 18,0.0,Nagravision,https://www.lyngsat.com/providers/us/HBO-The-Works.html,True,HBO The Works,2/3,34286,DVB-S2,
,HBO The Works,,,4060 V,tp 18,0.0,Nagravision,https://www.lyngsat.com/providers/us/HBO-The-Works.html,True,HBO The Works,2/3,34286,DVB-S2,
,HBO The Works,,,4080 H,tp 19,0.0,Nagravision,https://www.lyngsat.com/providers/us/HBO-The-Works.html,True,HBO The Works,2/3,34286,DVB-S2,
,HBO The Works,,,4080 H,tp 19,0.0,Nagravision,https://www.lyngsat.com/providers/us/HBO-The-Works.html,True,HBO The Works,2/3,34286,DVB-S2,
100.0,HBO East,HEVC/HD,1001.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng
101.0,HBO 2 East,HEVC/HD,1011.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng Spa
102.0,HBO Signature East,HEVC/HD,1021.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng Spa
103.0,HBO Family East,HEVC/HD,1031.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng Spa
104.0,HBO Latino Este,HEVC/HD,1041.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Spa
105.0,Cinemax East,HEVC/HD,1051.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng Spa
106.0,MoreMax East,HEVC/HD,1061.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng Spa
107.0,ActionMax East,HEVC/HD,1071.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng Spa
108.0,HBO Comedy East,HEVC/HD,1081.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng Spa
109.0,HBO Zone East,HEVC/HD,1091.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng Spa
110.0,ThrillerMax East,HEVC/HD,1101.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng
111.0,MovieMax,HEVC/HD,1111.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng
112.0,MaxLatino,HEVC/HD,1121.0,4060 V,tp 18,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Spa
113.0,[HBO East test card],HEVC/HD,1131.0,4060 V,tp 18,0.0,,,False,HBO The Works,2/3,34286,DVB-S2,Eng
115.0,HBO West,HEVC/HD,1151.0,4080 H,tp 19,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng
116.0,HBO 2 West,HEVC/HD,1163.0,4080 H,tp 19,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng
117.0,HBO Signature West,HEVC/HD,1171.0,4080 H,tp 19,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng
118.0,HBO Family West,HEVC/HD,1181.0,4080 H,tp 19,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Eng
119.0,HBO Latino Oeste,HEVC/HD,1191.0,4080 H,tp 19,0.0,Nagravision,,False,HBO The Works,2/3,34286,DVB-S2,Spa
