Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
3521 VGlobal36-37,DVB-S16665/6,1.0,News 24 (Nepal),,?-?MPEG-4/SD,257.0,6.5 258 Nep,,N Stanislav231007,3521 V,,36-37,,,False,
3542 VGlobal36-37,DVB-S2QPSK33333/4,,AP1 HD,,MPEG-4/HD,1000.0,4.02000 Nep,,R Shrestha230114,3542 V,,36-37,,,False,
3765 VEast hemi,DVB-S28PSK16663/4,,(feeds),,,,,,Bulek Sps220703,3765 V,,,,,False,
3776 VEast hemi,DVB-S33323/4,,(feeds),,,,,,Anonymous190801,3776 V,,,,,False,
3936 Vtp 13BEast hemi,DVB-S28PSK32003/4,,(feeds),,,,,,Anonymous191204,3936 V,tp 13B,,,,False,
4045 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,4045 V,,,,,False,
4050 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191204,4050 V,,,,,False,
4060 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,4060 V,,,,,False,
4072 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,4072 V,,,,,False,
4077 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191204,4077 V,,,,,False,
4132 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,4132 V,,,,,False,
4137 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,4137 V,,,,,False,
4142 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,4142 V,,,,,False,
4148 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191204,4148 V,,,,,False,
4154 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191204,4154 V,,,,,False,
11118 Htp 7,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210105,11118 H,tp 7,,,,False,
11618 Htp 15,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy240105,11618 H,tp 15,,,,False,
11627 Htp 15,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy240105,11627 H,tp 15,,,,False,
11651 Htp 16,DVB-S2216003/4,,(feeds),,,,,,Stanley_cassidy221230,11651 H,tp 16,,,,False,
11669 Htp 16,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210105,11669 H,tp 16,,,,False,
11678 Htp 16,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210105,11678 H,tp 16,,,,False,
12326 VSouth Asia,DVB-S18885/6,,(feeds),,,,,,DX Bozóth200706,12326 V,,,,,False,
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,,MYTV Broadcasting,,8650-1,,,,Josh231016,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,True,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,,MYTV Broadcasting,,8650-1,,,,Josh231016,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,True,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 172T2-MIPLP 0,,MYTV Broadcasting,,8650-2,,,,Albert I230303,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,True,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 172T2-MIPLP 0,,MYTV Broadcasting,,8650-2,,,,Albert I230303,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,True,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,103.0,TV 3 (Malaysia),,MPEG-4/HD,4112.0,4113 May,,,3871 H,,0,,,False,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,104.0,WowShop,,MPEG-4/SD,1032.0,1033 May,,,3871 H,,0,,,False,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,105.0,Enjoy TV 5,,MPEG-4/HD,4152.0,4153 Chi,,,3871 H,,0,,,False,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,107.0,NTV 7,,MPEG-4/SD,1052.0,1053 May,,,3871 H,,0,,,False,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,108.0,8TV (Malaysia),,MPEG-4/HD,1062.0,1063 Chi,,,3871 H,,0,,,False,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,109.0,TV 9 (Malaysia),,MPEG-4/SD,1072.0,1073 May,,,3871 H,,0,,,False,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,112.0,Awesome TV,,MPEG-4/HD,4122.0,4123 May,,,3871 H,,0,,,False,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,116.0,Suke TV,,MPEG-4/HD,4162.0,4163 May,,,3871 H,,0,,,False,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,122.0,TVS (Malaysia),,MPEG-4/HD,4142.0,4143 May,,,3871 H,,0,,,False,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,712.0,Hot FM,,,,7113 May,,,3871 H,,0,,,False,MYTV Broadcasting
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,713.0,Fly FM,,,,7123 Eng,,,3871 H,,0,,,False,MYTV Broadcasting
