Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
10721 Htp A1Europe B44-46,DVB-S28PSK300003/5,,EClutch,,366-7,,5.5,Conax,S Günes240308,10721 H,tp A1,44-46,Conax,https://www.lyngsat.com/providers/--/EClutch.html,True,EClutch
10721 Htp A1Europe B44-46,DVB-S28PSK300003/5,1001,Ginx TV International,,MPEG-4/HD,1011.0,1012 Eng,Conax,new,10721 H,tp A1,44-46,Conax,,False,EClutch
10721 Htp A1Europe B44-46,DVB-S28PSK300003/5,1002,Bigg TV,,MPEG-4/HD,1021.0,1022 Eng,Conax,new,10721 H,tp A1,44-46,Conax,,False,EClutch
10721 Htp A1Europe B44-46,DVB-S28PSK300003/5,1004,ESR 24x7 Esports Network,,MPEG-4/HD,1041.0,1042 Eng,Conax,new,10721 H,tp A1,44-46,Conax,,False,EClutch
10762 Htp A3Europe B44-46,DVB-S28PSK300003/5,,DigitAlb,,366-20300,,5.5,Conax,S Günes240222,10762 H,tp A3,44-46,Conax,,False,EClutch
10804 Htp A5Europe B44-46,DVB-S28PSK299502/3,,DigitAlb,,366-20500,,6.6,Conax,M Al-Taie211102,10804 H,tp A5,44-46,Conax,,False,EClutch
10845 Htp A7Europe B44-46,DVB-S28PSK300003/5,,DigitAlb,,366-20700,,5.5,Conax,M Al-Taie240210,10845 H,tp A7,44-46,Conax,,False,EClutch
10887 Htp A9Europe B44-46,DVB-S28PSK300003/5,,DigitAlb,,366-20900,,5.5,ConaxIrdetoVideoguard,M Al-Taie240206,10887 H,tp A9,44-46,"Conax,Irdeto,Videoguard",,False,EClutch
10762 Htp A3Europe B44-46,DVB-S28PSK300003/5,1000,RTK 1 Sat,,MPEG-4/SD,1001.0,1002 Alb,,,10762 H,tp A3,44-46,,,False,EClutch
10762 Htp A3Europe B44-46,DVB-S28PSK300003/5,1520,Top News,,MPEG-4/HD,1521.0,1522 Alb,,,10762 H,tp A3,44-46,,,False,EClutch
10762 Htp A3Europe B44-46,DVB-S28PSK300003/5,1800,Top Albania Radio,,,,1803 Alb,,,10762 H,tp A3,44-46,,,False,EClutch
10762 Htp A3Europe B44-46,DVB-S28PSK300003/5,1820,Top Gold Radio,,,,1523 Alb,,,10762 H,tp A3,44-46,,,False,EClutch
10804 Htp A5Europe B44-46,DVB-S28PSK299502/3,2000,EuroNews Albania,,MPEG-4/HD,2001.0,2002 Alb,,,10804 H,tp A5,44-46,,,False,EClutch
10804 Htp A5Europe B44-46,DVB-S28PSK299502/3,921,My Music Radio,,,,2243 Alb,,,10804 H,tp A5,44-46,,,False,EClutch
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,,New World,,367-60500,,6.6,,N Musa230902,10804 H,tp K5,0,,,False,EClutch
11356 Htp N3Sub-Sahara Africa0,DVB-S28PSK450003/4,,New World,,367-60030,,7.9,Conax,A LangeS Pezzana220603,11356 H,tp N3,0,Conax,,False,EClutch
12562 Htp H2Sub-Sahara Africa0,DVB-S28PSK300002/3,,New World,,367-60200,,6.6,,Anonymous221218,12562 H,tp H2,0,,,False,EClutch
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,101,Vision 4,,MPEG-4/SD,1011.0,1012 Fre,,,10804 H,tp K5,0,,,False,EClutch
21538 Htp J2Europe C,DVB-S28PSK18333/4,1,Vision 4,,0-1MPEG-4/SD,258.0,7.9 257 Fre,,N Stanislav230726,21538 H,tp J2,,,,False,EClutch
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,104,CRTV,,MPEG-4/SD,1041.0,1042 Fre,,,10804 H,tp K5,0,,,False,EClutch
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,105,Hadi TV 5,,MPEG-4/SD,1051.0,1052,,,10804 H,tp K5,0,,,False,EClutch
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,107,Sen TV,,MPEG-4/SD,1071.0,1072 Fre,,,10804 H,tp K5,0,,,False,EClutch
