Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
3634 Ltp 2CGlobal38-39,,,,,,,,,N Stanislav240328,3634 L,tp 2C,38-39,,,False,
3668 Rtp 1CGlobal38-39,,,,,,,,,N Stanislav240328,3668 R,tp 1C,38-39,,,False,
3677 Ltp 2CGlobal38-39,,,,,,,,,N Stanislav240328,3677 L,tp 2C,38-39,,,False,
3699 Rtp 1CGlobal38-39,,,,,,,,,N Stanislav240127,3699 R,tp 1C,38-39,,,False,
3727 Rtp 3CGlobal38-39,,,,,,,,,N Stanislav240103,3727 R,tp 3C,38-39,,,False,
3752 Ltp 4CGlobal38-39,,,,,,,,,N Stanislav240328,3752 L,tp 4C,38-39,,,False,
3768 Ltp 4CGlobal38-39,,,,,,,,,N Stanislav240328,3768 L,tp 4C,38-39,,,False,
3796 Ltp 6CGlobal38-39,,,,,,,,,N Stanislav240328,3796 L,tp 6C,38-39,,,False,
4027 Ltp 10CGlobal38-39,,,,,,,,,N Stanislav240331,4027 L,tp 10C,38-39,,,False,
4036 Ltp 10CGlobal38-39,,,,,,,,,N Stanislav240119,4036 L,tp 10C,38-39,,,False,
12625 Htp F3Europe47-48,,,,,,,,,Jamie A240125,12625 H,tp F3,47-48,,,False,
12649 Htp F3Europe47-48,,,,,,,,,Janlakomcik240205,12649 H,tp F3,47-48,,,False,
3672 Rtp 1CGlobal38-39,DVB-S2QPSK28575/6,1.0,Alwatania TV,,65535-1MPEG-4/HD,33.0,5.2  34 Ara,,N Stanislav220408,3672 R,tp 1C,38-39,,,False,
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,,Burkina Faso mux,,1-1,,5.5,,DX Bozóth240315,3729 L,tp 4C,38-39,,,False,
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,1.0,RTB TV (Burkina Faso),,MPEG-4/SD,101.0,102 Fre,,,3729 L,tp 4C,38-39,,,False,
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,2.0,RTB Zénith,,MPEG-4/SD,121.0,122 Fre,,,3729 L,tp 4C,38-39,,,False,
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,5.0,Canal 3 (Burkina Faso),,MPEG-4/SD,401.0,402 Fre,,,3729 L,tp 4C,38-39,,,False,
3729 Ltp 4CGlobal38-39,DVB-S28PSK168333/5,6.0,BF1,,MPEG-4/SD,501.0,502 Fre,,,3729 L,tp 4C,38-39,,,False,
