Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
11960 L,ABS-S288003/4,,,,,,,Videoguard,Caribbean kelp211006,11960 L,,,Videoguard,,False,
11960 L,ABS-S288003/4,,Nei Monggol TV,,,,Mon,Videoguard,,11960 L,,,Videoguard,,False,
11960 L,ABS-S288003/4,,Yanbian TV 1,,,,Chi,Videoguard,,11960 L,,,Videoguard,,False,
11960 L,ABS-S288003/4,,Xizang TV Chinese,,,,Chi,Videoguard,,11960 L,,,Videoguard,,False,
11960 L,ABS-S288003/4,,Xizang TV Tibetan,,,,Tib,Videoguard,,11960 L,,,Videoguard,,False,
11960 L,ABS-S288003/4,,Ando TV,,,,,Videoguard,,11960 L,,,Videoguard,,False,
12020 R,ABS-S288003/4,,CCTV,,,,,Videoguard,Caribbean kelp211006,12020 R,,,Videoguard,https://www.lyngsat.com/providers/--/CCTV.html,True,CCTV
12020 R,ABS-S288003/4,,CCTV 1,,,,Chi,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CCTV 2,,,,Chi,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CCTV 7,,,,Chi,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CCTV 10,,,,Chi,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CCTV 12,,,,Chi,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CCTV 13,,,,Chi,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CCTV 14,,,,Chi,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CCTV 17,,,,Chi,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CETV 1,,,,Chi,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CRI Newsradio,,,,Chi,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CNR 17 Kazakh Radio,,,,Kaz,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CNR 11 Tibetan Radio,,,,Tib,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CNR 13 Uyghur Radio,,,,Uig,Videoguard,,12020 R,,,Videoguard,,False,CCTV
12020 R,ABS-S288003/4,,CNR 1 Voice of China,,,,Chi,Videoguard,,12020 R,,,Videoguard,,False,CCTV
