Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
11720 Htp 1Mexico,DVB-S30000,,Sky México,,,,,Videoguard,O Ponce240104,11720 H,tp 1,,Videoguard,,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,11740 V,tp 2,,Videoguard,,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,11760 H,tp 3,,Videoguard,,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,11800 H,tp 5,,Videoguard,,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,11820 V,tp 6,,Videoguard,,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,11840 H,tp 7,,Videoguard,,False,
11880 Htp 9Mexico,,,,,,,,,NOS482240128,11880 H,tp 9,,,,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,11900 V,tp 10,,Videoguard,,False,
11920 Htp 11Mexico,DVB-S30000,,Sky México,,,,,Videoguard,StarTVuser220603,11920 H,tp 11,,Videoguard,,False,
11940 Vtp 12Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,11940 V,tp 12,,Videoguard,,False,
11960 Htp 13Mexico,DVB-S30000,,Sky México,,,,,Videoguard,H Gómez230712,11960 H,tp 13,,Videoguard,,False,
11980 Vtp 14Mexico,DVB-S30000,,Sky México,,,,,Videoguard,T Viererbe240103,11980 V,tp 14,,Videoguard,,False,
12000 Htp 15Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,12000 H,tp 15,,Videoguard,,False,
12020 Vtp 16Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,12020 V,tp 16,,Videoguard,,False,
12040 Htp 17Mexico,DVB-S30000,,Sky México,,,,,Videoguard,H Gómez230712,12040 H,tp 17,,Videoguard,,False,
12060 Vtp 18Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,12060 V,tp 18,,Videoguard,,False,
12080 Htp 19Mexico,DVB-S30000,,Sky México,,,,,Videoguard,StarTVuser220603,12080 H,tp 19,,Videoguard,,False,
12120 Htp 21Mexico,DVB-S30000,,Sky México,,,,,Videoguard,StarTVuser220603,12120 H,tp 21,,Videoguard,,False,
12140 Vtp 22Mexico,DVB-S30000,,Sky México,,,,,Videoguard,Edinho fta231001,12140 V,tp 22,,Videoguard,,False,
12160 Htp 23Mexico,DVB-S30000,,Sky México,,,,,Videoguard,H Gómez230712,12160 H,tp 23,,Videoguard,,False,
12180 Vtp 24Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,12180 V,tp 24,,Videoguard,,False,
