Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
11727 Htp 1Middle East48,DVB-S28PSK300003/4,,OSN TV,,2048-566,,7.9,Verimatrix (B),S Günes231121,11727 H,tp 1,48,Verimatrix (B),
11881 Htp 9Middle East48,DVB-S28PSK300003/4,,OSN TV,,2048-2,,7.9,Verimatrix (B),R Cervi240221,11881 H,tp 9,48,Verimatrix (B),
11977 Vtp 14Middle East48,DVB-S275005/6,,OSN TV,,2048-20,,6.5,,M Al-Taie240305,11977 V,tp 14,48,,
11996 Htp 15Middle East48,DVB-S28PSK300003/4,,OSN TV,,2048-3,,7.9,Verimatrix (B)Mediaguard,R Cervi230226,11996 H,tp 15,48,"Verimatrix (B),Mediaguard",
12073 Htp 19Middle East48,DVB-S28PSK300003/4,,OSN TV,,2048-45,,7.9,Verimatrix (B),R Cervi240116,12073 H,tp 19,48,Verimatrix (B),
11747 Vtp 2Middle East48,DVB-S275005/6,,ERTU,,2048-1,,6.5,,BBC Monitoring230419,11747 V,tp 2,48,,https://www.lyngsat.com/providers/eg/ERTU.html
11747 Vtp 2Middle East48,DVB-S275005/6,,ERTU,,2048-1,,6.5,,BBC Monitoring230419,11747 V,tp 2,48,,https://www.lyngsat.com/providers/eg/ERTU.html
11843 Htp 7Middle East48,DVB-S275005/6,,ERTU,,2048-6,,6.5,,R Cervi231024,11843 H,tp 7,48,,https://www.lyngsat.com/providers/eg/ERTU.html
11843 Htp 7Middle East48,DVB-S275005/6,,ERTU,,2048-6,,6.5,,R Cervi231024,11843 H,tp 7,48,,https://www.lyngsat.com/providers/eg/ERTU.html
11747 Vtp 2Middle East48,DVB-S275005/6,102,Al Qahera News,,MPEG-2/SD,1002,1202 Ara,,,11747 V,tp 2,48,,
11747 Vtp 2Middle East48,DVB-S275005/6,105,Al Qahera News,,MPEG-4/HD,1005,1205 Ara,,,11747 V,tp 2,48,,
11747 Vtp 2Middle East48,DVB-S275005/6,103,Sudan TV,,MPEG-2/SD,1003,1203 Ara,,,11747 V,tp 2,48,,
11747 Vtp 2Middle East48,DVB-S275005/6,104,Yemen TV,,MPEG-4/HD,1104,1204 Ara,,,11747 V,tp 2,48,,
11747 Vtp 2Middle East48,DVB-S275005/6,106,Al Ahly TV,,MPEG-4/HD,1006,1206 Ara,,,11747 V,tp 2,48,,
11747 Vtp 2Middle East48,DVB-S275005/6,113,Al Ahly TV,,MPEG-2/SD,1029,1030 Ara,,,11747 V,tp 2,48,,
11747 Vtp 2Middle East48,DVB-S275005/6,107,Alarabiya,,MPEG-2/SD,1007,1207 Ara,,,11747 V,tp 2,48,,
11747 Vtp 2Middle East48,DVB-S275005/6,108,Al Hadath,,MPEG-2/SD,1008,1208 Ara,,,11747 V,tp 2,48,,
11747 Vtp 2Middle East48,DVB-S275005/6,109,Mdeeh,,MPEG-2/SD,1009,1209 Ara,,,11747 V,tp 2,48,,
11747 Vtp 2Middle East48,DVB-S275005/6,110,[Al-Nahar Cinema test card],,MPEG-2/SD,1010,1011,,,11747 V,tp 2,48,,
11747 Vtp 2Middle East48,DVB-S275005/6,111,Yemen Today TV,,MPEG-2/SD,1111,1311 Ara,,,11747 V,tp 2,48,,
11747 Vtp 2Middle East48,DVB-S275005/6,120,Alforat TV,,MPEG-2/SD,1016,1017 Ara,,,11747 V,tp 2,48,,
11766 Htp 3Middle East48,DVB-S275005/6,,Nilesat,,2048-5,,6.5,,M Al-Taie240117,11766 H,tp 3,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11766 Htp 3Middle East48,DVB-S275005/6,,Nilesat,,2048-5,,6.5,,M Al-Taie240117,11766 H,tp 3,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11766 Htp 3Middle East48,DVB-S275005/6,,Nilesat,,2048-5,,6.5,,M Al-Taie240117,11766 H,tp 3,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11766 Htp 3Middle East48,DVB-S275005/6,,Nilesat,,2048-5,,6.5,,M Al-Taie240117,11766 H,tp 3,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11766 Htp 3Middle East48,DVB-S275005/6,,Nilesat,,2048-5,,6.5,,M Al-Taie240117,11766 H,tp 3,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11766 Htp 3Middle East48,DVB-S275005/6,,Nilesat,,2048-5,,6.5,,M Al-Taie240117,11766 H,tp 3,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11766 Htp 3Middle East48,DVB-S275005/6,,Nilesat,,2048-5,,6.5,,M Al-Taie240117,11766 H,tp 3,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11766 Htp 3Middle East48,DVB-S275005/6,,Nilesat,,2048-5,,6.5,,M Al-Taie240117,11766 H,tp 3,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11785 Vtp 4Middle East48,DVB-S275005/6,,Nilesat,,2048-18,,6.5,,R Cervi230825,11785 V,tp 4,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11785 Vtp 4Middle East48,DVB-S275005/6,,Nilesat,,2048-18,,6.5,,R Cervi230825,11785 V,tp 4,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11785 Vtp 4Middle East48,DVB-S275005/6,,Nilesat,,2048-18,,6.5,,R Cervi230825,11785 V,tp 4,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11785 Vtp 4Middle East48,DVB-S275005/6,,Nilesat,,2048-18,,6.5,,R Cervi230825,11785 V,tp 4,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11785 Vtp 4Middle East48,DVB-S275005/6,,Nilesat,,2048-18,,6.5,,R Cervi230825,11785 V,tp 4,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11785 Vtp 4Middle East48,DVB-S275005/6,,Nilesat,,2048-18,,6.5,,R Cervi230825,11785 V,tp 4,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11785 Vtp 4Middle East48,DVB-S275005/6,,Nilesat,,2048-18,,6.5,,R Cervi230825,11785 V,tp 4,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11785 Vtp 4Middle East48,DVB-S275005/6,,Nilesat,,2048-18,,6.5,,R Cervi230825,11785 V,tp 4,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11804 Htp 5Middle East48,DVB-S275005/6,,Nilesat,,2048-10,,6.5,,Hadowooalsatan240326,11804 H,tp 5,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11804 Htp 5Middle East48,DVB-S275005/6,,Nilesat,,2048-10,,6.5,,Hadowooalsatan240326,11804 H,tp 5,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11804 Htp 5Middle East48,DVB-S275005/6,,Nilesat,,2048-10,,6.5,,Hadowooalsatan240326,11804 H,tp 5,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11804 Htp 5Middle East48,DVB-S275005/6,,Nilesat,,2048-10,,6.5,,Hadowooalsatan240326,11804 H,tp 5,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11804 Htp 5Middle East48,DVB-S275005/6,,Nilesat,,2048-10,,6.5,,Hadowooalsatan240326,11804 H,tp 5,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11804 Htp 5Middle East48,DVB-S275005/6,,Nilesat,,2048-10,,6.5,,Hadowooalsatan240326,11804 H,tp 5,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11804 Htp 5Middle East48,DVB-S275005/6,,Nilesat,,2048-10,,6.5,,Hadowooalsatan240326,11804 H,tp 5,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11804 Htp 5Middle East48,DVB-S275005/6,,Nilesat,,2048-10,,6.5,,Hadowooalsatan240326,11804 H,tp 5,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11823 Vtp 6Middle East48,DVB-S275005/6,,Nilesat,,2048-11,,6.5,,M Al-Taie220307,11823 V,tp 6,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11823 Vtp 6Middle East48,DVB-S275005/6,,Nilesat,,2048-11,,6.5,,M Al-Taie220307,11823 V,tp 6,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11823 Vtp 6Middle East48,DVB-S275005/6,,Nilesat,,2048-11,,6.5,,M Al-Taie220307,11823 V,tp 6,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11823 Vtp 6Middle East48,DVB-S275005/6,,Nilesat,,2048-11,,6.5,,M Al-Taie220307,11823 V,tp 6,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
11823 Vtp 6Middle East48,DVB-S275005/6,,Nilesat,,2048-11,,6.5,,M Al-Taie220307,11823 V,tp 6,48,,https://www.lyngsat.com/providers/eg/Nilesat.html
