Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
3908 Ltp 11AC Fixed0,DVB-S28PSK51403/4T2-MIPLP 1,1020,Rossiya 1,,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3608 L,tp 5A,C Fixed0
3915 Ltp 11AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1020,Rossiya 1,,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3608 L,tp 5A,C Fixed0
3922 Ltp 11AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1020,Rossiya 1,,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3608 L,tp 5A,C Fixed0
3928 Ltp 11AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1020,Rossiya 1,,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3608 L,tp 5A,C Fixed0
3942 Ltp 11AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1020,Rossiya 1,,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3608 L,tp 5A,C Fixed0
3965 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1020,Rossiya 1,,MPEG-4/SD,1021,1022 Rus,,,,,3608 L,tp 5A,C Fixed0
3978 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1020,Rossiya 1,,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3608 L,tp 5A,C Fixed0
3985 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1020,Rossiya 1,,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3608 L,tp 5A,C Fixed0
3992 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1020,Rossiya 1,,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3608 L,tp 5A,C Fixed0
4085 Ltp 16AC Fixed0,DVB-S28PSK152843/4T2-MIPLP 1,1020,Rossiya 1,,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3608 L,tp 5A,C Fixed0
3608 Ltp 5AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3615 Ltp 5AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3622 Ltp 5AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3628 Ltp 5AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3635 Ltp 5AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3643 Ltp 5AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3665 Ltp 6AC Fixed0,DVB-S28PSK152843/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3709 Ltp 7AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3715 Ltp 7AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3722 Ltp 7AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3728 Ltp 7AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3735 Ltp 7AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3758 Ltp 8AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3765 Ltp 8AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3772 Ltp 8AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,GoSTcrypt,,,,3608 L,tp 5A,C Fixed0
3778 Ltp 8AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3785 Ltp 8AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3792 Ltp 8AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3808 Ltp 9AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3815 Ltp 9AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3822 Ltp 9AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3828 Ltp 9AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3835 Ltp 9AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3842 Ltp 9AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3858 Ltp 10AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3865 Ltp 10AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3872 Ltp 10AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3878 Ltp 10AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3885 Ltp 10AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3892 Ltp 10AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3908 Ltp 11AC Fixed0,DVB-S28PSK51403/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3915 Ltp 11AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3922 Ltp 11AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3928 Ltp 11AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3942 Ltp 11AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3965 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3972 Ltp 14AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3978 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3985 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3992 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
4085 Ltp 16AC Fixed0,DVB-S28PSK152843/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3608 L,tp 5A,C Fixed0
3608 Ltp 5AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3615 Ltp 5AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3622 Ltp 5AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3628 Ltp 5AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3635 Ltp 5AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3643 Ltp 5AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3665 Ltp 6AC Fixed0,DVB-S28PSK152843/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3709 Ltp 7AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3715 Ltp 7AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3722 Ltp 7AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3728 Ltp 7AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3735 Ltp 7AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3758 Ltp 8AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3765 Ltp 8AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3772 Ltp 8AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3778 Ltp 8AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3785 Ltp 8AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3792 Ltp 8AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3808 Ltp 9AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3815 Ltp 9AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3822 Ltp 9AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3828 Ltp 9AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3835 Ltp 9AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3842 Ltp 9AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3858 Ltp 10AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3865 Ltp 10AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3872 Ltp 10AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3878 Ltp 10AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3885 Ltp 10AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3892 Ltp 10AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3908 Ltp 11AC Fixed0,DVB-S28PSK51403/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3915 Ltp 11AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3922 Ltp 11AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3928 Ltp 11AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3942 Ltp 11AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3965 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3972 Ltp 14AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3978 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3985 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3992 Ltp 14AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
4085 Ltp 16AC Fixed0,DVB-S28PSK152843/4T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,,,3608 L,tp 5A,C Fixed0
3608 Ltp 5AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3615 Ltp 5AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3622 Ltp 5AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3628 Ltp 5AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3635 Ltp 5AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3643 Ltp 5AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3665 Ltp 6AC Fixed0,DVB-S28PSK152843/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3709 Ltp 7AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3715 Ltp 7AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3722 Ltp 7AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3728 Ltp 7AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3735 Ltp 7AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3758 Ltp 8AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3765 Ltp 8AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3772 Ltp 8AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3778 Ltp 8AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3785 Ltp 8AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3792 Ltp 8AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3808 Ltp 9AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3815 Ltp 9AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3822 Ltp 9AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3828 Ltp 9AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3835 Ltp 9AC Fixed0,DVB-S28PSK51303/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
3842 Ltp 9AC Fixed0,DVB-S28PSK51203/4T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,,,3608 L,tp 5A,C Fixed0
