Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
12267 Htp NZ9LNZB,DVB-S28PSK225002/3,,Sky New Zealand,,169-9,,6.6,Videoguard,S Ellis220405,,,,,
12295 Htp NZ9UNZB,DVB-S28PSK225003/4,,Sky New Zealand,,169-10,,7.9,Videoguard,S Ellis220405,,,,,
12331 Htp NZ10LNZB,DVB-S28PSK225002/3,,Sky New Zealand,,169-7,,6.6,Videoguard,S Ellis220405,,,,,
12358 Htp NZ10UNZB,DVB-S28PSK225002/3,,Sky New Zealand,,169-8,,6.6,Videoguard,S Ellis220405,,,,,
12394 Htp NZ11LNZB,DVB-S28PSK225003/4,,Sky New Zealand,,169-13,,7.9,IrdetoVideoguard,C Sutton230315,,,,,
12421 Htp NZ11UNZB,DVB-S28PSK225003/4,,Sky New Zealand,,169-14,,7.9,Videoguard,S Ellis220405,,,,,
12519 Htp NZ13LNZB,DVB-S28PSK225003/4,,Sky New Zealand,,169-89,,7.9,,S Ellis220405,,,,,
12546 Htp NZ13UNZB,DVB-S28PSK225002/3,,Sky New Zealand,,169-4,,6.6,Videoguard,S Ellis220405,,,,,
12581 Htp NZ14LNZB,DVB-S28PSK225002/3,,Sky New Zealand,,169-1,,6.6,Videoguard,C Gordon 3231103,,,,,
12608 Htp NZ14UNZB,DVB-S28PSK225002/3,,Sky New Zealand,,169-2,,6.6,Videoguard,S Ellis220405,,,,,
12707 Htp NZ16LNZB,DVB-S28PSK225003/4,,Sky New Zealand,,169-11,,7.9,Videoguard,S Ellis220405,,,,,
12734 Htp NZ16UNZB,DVB-S28PSK225003/4,,Sky New Zealand,,169-12,,7.9,Videoguard,S Ellis220405,,,,,
1011,TVNZ Duke,,MPEG-4/SD,1006,1106 Eng,,,,,,,,,
1212,Aljazeera English,,MPEG-4/SD,1002,1102 Eng,,,,,,,,,
888,SBS WorldWatch,,MPEG-4/SD,165,90,,,,,,,,,
936,SBS WorldWatch,,MPEG-4/SD,165,90,,,,,,,,,
904,SBS WorldWatch,,MPEG-4/SD,165,90,,,,,,,,,
