Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
10972 Vtp 1LMiddle East54,DVB-S28PSK300002/3,,Yes,,171-1,,6.6,Videoguard,DX Bozóth230905,DVB-S2,30000.0,2/3,10972 V,tp 1L,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
10972 Vtp 1LMiddle East54,DVB-S28PSK300002/3,,Yes,,171-1,,6.6,Videoguard,DX Bozóth230905,DVB-S2,30000.0,2/3,10972 V,tp 1L,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,DVB-S,27500.0,5/6,11030 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,DVB-S2,15000.0,2/3,11058 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,DVB-S2,30000.0,3/4,11103 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,DVB-S,27500.0,3/4,11474 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,DVB-S,13750.0,5/6,11501 V,,54.0,Videoguard,,,,Yes,https://www.lyngsat.com/packages/Yes.html,False,
11034 HMiddle East54,DVB-S28PSK36252/3,2.0,Makan TV,,?-?MPEG-4/HD,1212.0,6.61012 Ara,,N Hameiri240306,DVB-S2,3625.0,2/3,11034 H,,54.0,,,,,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,3.0,Kan Tarbut,,,,4113 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Tarbut,https://www.lyngsat.com/radiochannels/il/Kan-Tarbut.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,3.0,Kan Tarbut,,,,4113 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Tarbut,https://www.lyngsat.com/radiochannels/il/Kan-Tarbut.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,4.0,Kan Bet,,,,4114 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Bet,https://www.lyngsat.com/radiochannels/il/Kan-Bet.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,4.0,Kan Bet,,,,4114 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Bet,https://www.lyngsat.com/radiochannels/il/Kan-Bet.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,5.0,Kan Gimmel,,,,4115 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Gimmel,https://www.lyngsat.com/radiochannels/il/Kan-Gimmel.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,5.0,Kan Gimmel,,,,4115 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Gimmel,https://www.lyngsat.com/radiochannels/il/Kan-Gimmel.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,6.0,Makan Radio,,,,4116 Ara,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Makan Radio,https://www.lyngsat.com/radiochannels/il/Makan-Radio.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,6.0,Makan Radio,,,,4116 Ara,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Makan Radio,https://www.lyngsat.com/radiochannels/il/Makan-Radio.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,7.0,Kan Reka,,,,4117,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Reka,https://www.lyngsat.com/radiochannels/il/Kan-Reka.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,7.0,Kan Reka,,,,4117,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Reka,https://www.lyngsat.com/radiochannels/il/Kan-Reka.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,8.0,Kan Kol HaMusica,,,,4118 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Kol HaMusica,https://www.lyngsat.com/radiochannels/il/Kan-Kol-HaMusica.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,8.0,Kan Kol HaMusica,,,,4118 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Kol HaMusica,https://www.lyngsat.com/radiochannels/il/Kan-Kol-HaMusica.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,9.0,Kan Moreshet,,,,4119 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Moreshet,https://www.lyngsat.com/radiochannels/il/Kan-Moreshet.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,9.0,Kan Moreshet,,,,4119 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan Moreshet,https://www.lyngsat.com/radiochannels/il/Kan-Moreshet.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,10.0,Kan 88,,,,4120 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan 88,https://www.lyngsat.com/radiochannels/il/Kan-88.html,,,False,
11034 HMiddle East54,DVB-S28PSK36252/3,10.0,Kan 88,,,,4120 Heb,,,DVB-S2,3625.0,2/3,11034 H,,54.0,,,Kan 88,https://www.lyngsat.com/radiochannels/il/Kan-88.html,,,False,
11069 HMiddle East54,DVB-S37023/4,,,,,,5.5,,DX Bozóth230911,DVB-S,3702.0,3/4,11069 H,,54.0,,,,,,,False,
11091 HMiddle East54,DVB-S45001/2,,,,,,2.7,,D Seke230802,DVB-S,4500.0,1/2,11091 H,,54.0,,,,,,,False,
11069 HMiddle East54,DVB-S37023/4,1.0,SBN International,,MPEG-2/SD,2001.0,3001 Eng,,,DVB-S,3702.0,3/4,11069 H,,54.0,,,SBN International,https://www.lyngsat.com/tvchannels/us/SBN-International.html,,,False,
11069 HMiddle East54,DVB-S37023/4,4.0,The Word Network,,MPEG-2/SD,2004.0,3004 Eng,,,DVB-S,3702.0,3/4,11069 H,,54.0,,,The Word Network,https://www.lyngsat.com/tvchannels/us/The-Word-Network.html,,,False,
11069 HMiddle East54,DVB-S37023/4,10.0,The Overcomer,,,,3010 Eng,,,DVB-S,3702.0,3/4,11069 H,,54.0,,,The Overcomer,https://www.lyngsat.com/radiochannels/us/The-Overcomer.html,,,False,
11069 HMiddle East54,DVB-S37023/4,10.0,The Overcomer,,,,3010 Eng,,,DVB-S,3702.0,3/4,11069 H,,54.0,,,The Overcomer,https://www.lyngsat.com/radiochannels/us/The-Overcomer.html,,,False,
11091 HMiddle East54,DVB-S45001/2,3.0,Middle East TV,,MPEG-4/SD,1160.0,1120 Eng,,,DVB-S,4500.0,1/2,11091 H,,54.0,,,Middle East TV,https://www.lyngsat.com/tvchannels/cy/Middle-East-TV.html,,,False,
11091 HMiddle East54,DVB-S45001/2,3.0,Middle East TV,,MPEG-4/SD,1160.0,1120 Eng,,,DVB-S,4500.0,1/2,11091 H,,54.0,,,Middle East TV,https://www.lyngsat.com/tvchannels/cy/Middle-East-TV.html,,,False,
11091 HMiddle East54,DVB-S45001/2,4.0,It's Supernatural! Network,,MPEG-4/SD,69.0,71 Eng,,,DVB-S,4500.0,1/2,11091 H,,54.0,,,It's Supernatural! Network,https://www.lyngsat.com/tvchannels/us/Its-Supernatural-Network.html,,,False,
11091 HMiddle East54,DVB-S45001/2,4.0,It's Supernatural! Network,,MPEG-4/SD,69.0,71 Eng,,,DVB-S,4500.0,1/2,11091 H,,54.0,,,It's Supernatural! Network,https://www.lyngsat.com/tvchannels/us/Its-Supernatural-Network.html,,,False,
12358 HCEE,DVB-S32003/4,,(feeds),,,,,,Roli220903,DVB-S,3200.0,3/4,12358 H,,,,,,,,,False,
12375 HCEE,DVB-S237003/4,,(feeds),,,,,,Stanley_cassidy220720,DVB-S2,3700.0,3/4,12375 H,,,,,,,,,False,
12382 HCEE,DVB-S28PSK46105/6,,(feeds),,,,,,N Stanislav221012,DVB-S2,4610.0,5/6,12382 H,,,,,,,,,False,
12391 HCEE,DVB-S32003/4,,(feeds),,,,,,Stanley_cassidy211002,DVB-S,3200.0,3/4,12391 H,,,,,,,,,False,
12403 HCEE,DVB-S28PSK32002/3,,(feeds),,,,,,Roli230708,DVB-S2,3200.0,2/3,12403 H,,,,,,,,,False,
12408 HCEE,DVB-S28PSK46105/6,,(feeds),,,,,,Roli230621,DVB-S2,4610.0,5/6,12408 H,,,,,,,,,False,
12417 HCEE,DVB-S28PSK25005/6,,(feeds),,,,,,Roli230311,DVB-S2,2500.0,5/6,12417 H,,,,,,,,,False,
12396 HCEE0,DVB-S33333/4,1.0,România TV,,65535-1MPEG-2/SD,256.0,5.5 258 Rum,,N Stanislav230624,DVB-S,3333.0,3/4,12396 H,,0.0,,,,,,,False,
,,,,,,,,,,,,,,,,,,DVB-S28PSK36252/3,,,,False,
,,,,,,,,,,,,,,,,,,DVB-S28PSK36252/3,,,,False,
,,,,,,,,,,,,,,,,,,DVB-S33333/4,,,,False,
,,,,,,,,,,,,,,,,,,DVB-S33333/4,,,,False,
