Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
3753 Rtp NH1CNorth hemi,DVB-S28PSK300002/3,,American Forces Network,,,,6.6,PowerVuVerimatrix,C Sutton231124,DVB-S2,30000.0,2/3,3753 R,tp NH1C,,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,,,,,True,American Forces Network
3753 Rtp NH1CNorth hemi,DVB-S28PSK300002/3,2.0,AFN Prime Atlantic,,MPEG-4/HD,1260.0,1220 Eng,PowerVuVerimatrix,,DVB-S2,30000.0,2/3,3753 R,tp NH1C,,"PowerVu,Verimatrix",,AFN Prime Atlantic,https://www.lyngsat.com/tvchannels/us/AFN-Prime-Atlantic.html,,,False,American Forces Network
3753 Rtp NH1CNorth hemi,DVB-S28PSK300002/3,3.0,AFN News,,MPEG-4/HD,1560.0,1522 Eng,PowerVuVerimatrix,,DVB-S2,30000.0,2/3,3753 R,tp NH1C,,"PowerVu,Verimatrix",,AFN News,https://www.lyngsat.com/tvchannels/us/AFN-News.html,,,False,American Forces Network
3753 Rtp NH1CNorth hemi,DVB-S28PSK300002/3,4.0,AFN Sports,,MPEG-4/HD,1160.0,1120 Eng,PowerVuVerimatrix,,DVB-S2,30000.0,2/3,3753 R,tp NH1C,,"PowerVu,Verimatrix",,AFN Sports,https://www.lyngsat.com/tvchannels/us/AFN-Sports.html,,,False,American Forces Network
3753 Rtp NH1CNorth hemi,DVB-S28PSK300002/3,5.0,AFN Prime Pacific,,MPEG-4/HD,1460.0,1422 Eng,PowerVuVerimatrix,,DVB-S2,30000.0,2/3,3753 R,tp NH1C,,"PowerVu,Verimatrix",,AFN Prime Pacific,https://www.lyngsat.com/tvchannels/us/AFN-Prime-Pacific.html,,,False,American Forces Network
3753 Rtp NH1CNorth hemi,DVB-S28PSK300002/3,6.0,AFN Spectrum,,MPEG-4/HD,1360.0,1320 Eng,PowerVuVerimatrix,,DVB-S2,30000.0,2/3,3753 R,tp NH1C,,"PowerVu,Verimatrix",,AFN Spectrum,https://www.lyngsat.com/tvchannels/us/AFN-Spectrum.html,,,False,American Forces Network
3753 Rtp NH1CNorth hemi,DVB-S28PSK300002/3,7.0,AFN Sports 2,,MPEG-4/HD,1660.0,1622 Eng,PowerVuVerimatrix,,DVB-S2,30000.0,2/3,3753 R,tp NH1C,,"PowerVu,Verimatrix",,AFN Sports 2,https://www.lyngsat.com/tvchannels/us/AFN-Sports-2.html,,,False,American Forces Network
3753 Rtp NH1CNorth hemi,DVB-S28PSK300002/3,8.0,AFN Family,,MPEG-4/HD,1960.0,1920 Eng,PowerVuVerimatrix,,DVB-S2,30000.0,2/3,3753 R,tp NH1C,,"PowerVu,Verimatrix",,AFN Family,https://www.lyngsat.com/tvchannels/us/AFN-Family.html,,,False,American Forces Network
3753 Rtp NH1CNorth hemi,DVB-S28PSK300002/3,9.0,AFN Movie,,MPEG-4/HD,1060.0,1020 Eng,PowerVuVerimatrix,,DVB-S2,30000.0,2/3,3753 R,tp NH1C,,"PowerVu,Verimatrix",,AFN Movie,https://www.lyngsat.com/tvchannels/us/AFN-Movie.html,,,False,American Forces Network
3753 Rtp NH1CNorth hemi,DVB-S28PSK300002/3,401.0,AFN Guide,,MPEG-2/SD,1760.0,1720 Eng,PowerVuVerimatrix,,DVB-S2,30000.0,2/3,3753 R,tp NH1C,,"PowerVu,Verimatrix",,AFN Guide,https://www.lyngsat.com/tvchannels/us/AFN-Guide.html,,,False,American Forces Network
