SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,,1-1,,DVB-S2,30000,2/3,11480 V,tp 41,,,,,,,,False,,,,
5.0,TV Família do Reino,HEVC/HD,211.0,DVB-S2,30000,2/3,11480 V,tp 41,,,,TV Família do Reino,https://www.lyngsat.com/tvchannels/br/TV-Familia-do-Reino.html,,,False,,Por,br,
100.0,Canal Futura,MPEG-4/HD,1160.0,DVB-S2,30000,2/3,11480 V,tp 41,,,,Canal Futura,https://www.lyngsat.com/tvchannels/br/Canal-Futura.html,,,False,,Por,br,
13760.0,TV Jangadeiro,MPEG-4/HD,273.0,DVB-S2,30000,2/3,11480 V,tp 41,,BISS,,TV Jangadeiro,https://www.lyngsat.com/tvchannels/br/TV-Jangadeiro.html,,,False,,Por,br,
59232.0,TV Cultura Nacional,MPEG-4/HD,610.0,DVB-S2,30000,2/3,11480 V,tp 41,,,,TV Cultura Nacional,https://www.lyngsat.com/tvchannels/br/TV-Cultura-Nacional.html,,,False,,Por Qaa,br,
59233.0,Univesp TV,MPEG-4/HD,710.0,DVB-S2,30000,2/3,11480 V,tp 41,,,,Univesp TV,https://www.lyngsat.com/tvchannels/br/Univesp-TV.html,,,False,,Por,br,
60736.0,Rede Século 21,MPEG-4/HD,1001.0,DVB-S2,30000,2/3,11480 V,tp 41,,,,Rede Século 21,https://www.lyngsat.com/tvchannels/br/Rede-Seculo-21.html,,,False,,Por,br,
60736.0,Rede Século 21,MPEG-4/HD,1001.0,DVB-S2,30000,2/3,11480 V,tp 41,,,,Rede Século 21,https://www.lyngsat.com/tvchannels/br/Rede-Seculo-21.html,,,False,,Por,br,
,Colombian mux,,,DVB-S2,49000,5/6,11890 V,tp 11,,,,,,,,False,,,,
1.0,Canal Congreso (Colombia),HEVC/SD,1041.0,DVB-S2,49000,5/6,11890 V,tp 11,,,,Canal Congreso (Colombia),https://www.lyngsat.com/tvchannels/co/Canal-Congreso.html,,,False,,Spa,co,
2.0,Canal Capital,HEVC/SD,1051.0,DVB-S2,49000,5/6,11890 V,tp 11,,,,Canal Capital,https://www.lyngsat.com/tvchannels/co/Canal-Capital.html,,,False,,Spa,co,
